"","fcast","h","date"
"1",19,1,2020-05-11
"2",26,1,2020-05-18
"3",23,1,2020-05-25
"4",19,1,2020-06-01
"5",18,1,2020-06-08
"6",17,1,2020-06-15
"7",21,1,2020-06-22
"8",17,1,2020-06-29
"9",11,1,2020-07-06
"10",27,1,2020-07-13
"11",17,1,2020-07-20
"12",33,1,2020-07-27
"13",20,1,2020-08-03
"14",34,1,2020-08-10
"15",63,1,2020-08-17
"16",38,1,2020-08-24
"17",61,1,2020-08-31
"18",67,1,2020-09-07
"19",111,1,2020-09-14
"20",117,1,2020-09-21
"21",83,1,2020-09-28
"22",90,1,2020-10-05
"23",109,1,2020-10-12
"24",21,2,2020-05-11
"25",21,2,2020-05-18
"26",18,2,2020-05-25
"27",18,2,2020-06-01
"28",20,2,2020-06-08
"29",17,2,2020-06-15
"30",13,2,2020-06-22
"31",16,2,2020-06-29
"32",19,2,2020-07-06
"33",18,2,2020-07-13
"34",18,2,2020-07-20
"35",27,2,2020-07-27
"36",35,2,2020-08-03
"37",44,2,2020-08-10
"38",56,2,2020-08-17
"39",79,2,2020-08-24
"40",117,2,2020-08-31
"41",118,2,2020-09-07
"42",99,2,2020-09-14
"43",104,2,2020-09-21
"44",102,2,2020-09-28
"45",113,2,2020-10-05
"46",122,2,2020-10-12
"47",18,3,2020-05-11
"48",18,3,2020-05-18
"49",19,3,2020-05-25
"50",16,3,2020-06-01
"51",13,3,2020-06-08
"52",16,3,2020-06-15
"53",19,3,2020-06-22
"54",18,3,2020-06-29
"55",20,3,2020-07-06
"56",28,3,2020-07-13
"57",35,3,2020-07-20
"58",45,3,2020-07-27
"59",58,3,2020-08-03
"60",87,3,2020-08-10
"61",122,3,2020-08-17
"62",113,3,2020-08-24
"63",100,3,2020-08-31
"64",104,3,2020-09-07
"65",103,3,2020-09-14
"66",115,3,2020-09-21
"67",122,3,2020-09-28
"68",128,3,2020-10-05
"69",134,3,2020-10-12
"70",74,4,2020-05-11
"71",46,4,2020-05-18
"72",39,4,2020-05-25
"73",29,4,2020-06-01
"74",31,4,2020-06-08
"75",31,4,2020-06-15
"76",42,4,2020-06-22
"77",32,4,2020-06-29
"78",30,4,2020-07-06
"79",50,4,2020-07-13
"80",47,4,2020-07-20
"81",67,4,2020-07-27
"82",83,4,2020-08-03
"83",91,4,2020-08-10
"84",68,4,2020-08-17
"85",74,4,2020-08-24
"86",97,4,2020-08-31
"87",125,4,2020-09-07
"88",79,4,2020-09-14
"89",106,4,2020-09-21
"90",173,4,2020-09-28
"91",126,4,2020-10-05
"92",124,4,2020-10-12
