"","fcast","h","date"
"1",52,1,2020-05-11
"2",95,1,2020-05-18
"3",92,1,2020-05-25
"4",108,1,2020-06-01
"5",114,1,2020-06-08
"6",167,1,2020-06-15
"7",198,1,2020-06-22
"8",187,1,2020-06-29
"9",178,1,2020-07-06
"10",151,1,2020-07-13
"11",107,1,2020-07-20
"12",95,1,2020-07-27
"13",59,1,2020-08-03
"14",48,1,2020-08-10
"15",72,1,2020-08-17
"16",76,1,2020-08-24
"17",91,1,2020-08-31
"18",95,1,2020-09-07
"19",110,1,2020-09-14
"20",120,1,2020-09-21
"21",139,1,2020-09-28
"22",147,1,2020-10-05
"23",191,1,2020-10-12
"24",94,2,2020-05-11
"25",119,2,2020-05-18
"26",137,2,2020-05-25
"27",182,2,2020-06-01
"28",218,2,2020-06-08
"29",218,2,2020-06-15
"30",205,2,2020-06-22
"31",179,2,2020-06-29
"32",133,2,2020-07-06
"33",90,2,2020-07-13
"34",61,2,2020-07-20
"35",57,2,2020-07-27
"36",64,2,2020-08-03
"37",80,2,2020-08-10
"38",94,2,2020-08-17
"39",107,2,2020-08-24
"40",125,2,2020-08-31
"41",141,2,2020-09-07
"42",152,2,2020-09-14
"43",164,2,2020-09-21
"44",174,2,2020-09-28
"45",182,2,2020-10-05
"46",191,2,2020-10-12
"47",142,3,2020-05-11
"48",190,3,2020-05-18
"49",219,3,2020-05-25
"50",217,3,2020-06-01
"51",204,3,2020-06-08
"52",172,3,2020-06-15
"53",122,3,2020-06-22
"54",85,3,2020-06-29
"55",60,3,2020-07-06
"56",58,3,2020-07-13
"57",67,3,2020-07-20
"58",82,3,2020-07-27
"59",97,3,2020-08-03
"60",110,3,2020-08-10
"61",128,3,2020-08-17
"62",144,3,2020-08-24
"63",155,3,2020-08-31
"64",165,3,2020-09-07
"65",177,3,2020-09-14
"66",189,3,2020-09-21
"67",186,3,2020-09-28
"68",165,3,2020-10-05
"69",164,3,2020-10-12
"70",531,4,2020-05-11
"71",483,4,2020-05-18
"72",456,4,2020-05-25
"73",308,4,2020-06-01
"74",333,4,2020-06-08
"75",258,4,2020-06-15
"76",210,4,2020-06-22
"77",136,4,2020-06-29
"78",89,4,2020-07-06
"79",374,4,2020-07-13
"80",103,4,2020-07-20
"81",104,4,2020-07-27
"82",123,4,2020-08-03
"83",126,4,2020-08-10
"84",129,4,2020-08-17
"85",142,4,2020-08-24
"86",156,4,2020-08-31
"87",175,4,2020-09-07
"88",159,4,2020-09-14
"89",142,4,2020-09-21
"90",162,4,2020-09-28
"91",175,4,2020-10-05
"92",183,4,2020-10-12
