"","fcast","h"
"1",129,1
"2",110,1
"3",133,1
"4",337,1
"5",197,1
"6",169,1
"7",140,1
"8",134,1
"9",96,1
"10",62,1
"11",36,1
"12",30,1
"13",25,1
"14",20,1
"15",16,1
"16",42,1
"17",27,1
"18",25,1
"19",27,1
"20",24,1
"21",31,1
"22",43,1
"23",44,1
"24",123,2
"25",170,2
"26",193,2
"27",180,2
"28",151,2
"29",116,2
"30",92,2
"31",66,2
"32",43,2
"33",29,2
"34",21,2
"35",17,2
"36",17,2
"37",17,2
"38",19,2
"39",21,2
"40",25,2
"41",27,2
"42",27,2
"43",27,2
"44",28,2
"45",28,2
"46",27,2
"47",195,3
"48",178,3
"49",146,3
"50",114,3
"51",90,3
"52",63,3
"53",41,3
"54",28,3
"55",20,3
"56",18,3
"57",17,3
"58",17,3
"59",19,3
"60",21,3
"61",24,3
"62",26,3
"63",26,3
"64",26,3
"65",28,3
"66",28,3
"67",26,3
"68",31,3
"69",33,3
"70",524,4
"71",346,4
"72",304,4
"73",257,4
"74",173,4
"75",166,4
"76",104,4
"77",96,4
"78",48,4
"79",68,4
"80",57,4
"81",62,4
"82",66,4
"83",52,4
"84",57,4
"85",50,4
"86",60,4
"87",43,4
"88",49,4
"89",56,4
"90",59,4
"91",61,4
"92",51,4
