"","fcast","h"
"1",6,1
"2",7,1
"3",8,1
"4",8,1
"5",12,1
"6",16,1
"7",21,1
"8",23,1
"9",14,1
"10",13,1
"11",15,1
"12",13,1
"13",18,1
"14",23,1
"15",24,1
"16",32,1
"17",35,1
"18",42,1
"19",50,1
"20",38,1
"21",45,1
"22",48,1
"23",63,1
"24",6,2
"25",6,2
"26",10,2
"27",18,2
"28",23,2
"29",21,2
"30",14,2
"31",11,2
"32",11,2
"33",9,2
"34",10,2
"35",15,2
"36",22,2
"37",31,2
"38",36,2
"39",39,2
"40",39,2
"41",36,2
"42",37,2
"43",41,2
"44",50,2
"45",53,2
"46",48,2
"47",11,3
"48",19,3
"49",23,3
"50",20,3
"51",14,3
"52",12,3
"53",10,3
"54",8,3
"55",11,3
"56",16,3
"57",25,3
"58",31,3
"59",37,3
"60",41,3
"61",39,3
"62",36,3
"63",39,3
"64",45,3
"65",51,3
"66",53,3
"67",45,3
"68",48,3
"69",62,3
"70",23,4
"71",19,4
"72",9,4
"73",11,4
"74",16,4
"75",9,4
"76",7,4
"77",12,4
"78",13,4
"79",22,4
"80",23,4
"81",28,4
"82",33,4
"83",22,4
"84",29,4
"85",30,4
"86",31,4
"87",39,4
"88",43,4
"89",53,4
"90",52,4
"91",56,4
"92",42,4
