"","fcast","h"
"1",19,1
"2",32,1
"3",37,1
"4",31,1
"5",25,1
"6",18,1
"7",24,1
"8",24,1
"9",25,1
"10",28,1
"11",34,1
"12",32,1
"13",33,1
"14",43,1
"15",44,1
"16",54,1
"17",61,1
"18",63,1
"19",67,1
"20",62,1
"21",58,1
"22",52,1
"23",45,1
"24",41,2
"25",30,2
"26",20,2
"27",19,2
"28",22,2
"29",22,2
"30",18,2
"31",20,2
"32",27,2
"33",28,2
"34",30,2
"35",37,2
"36",46,2
"37",57,2
"38",68,2
"39",76,2
"40",73,2
"41",69,2
"42",61,2
"43",53,2
"44",48,2
"45",43,2
"46",38,2
"47",19,3
"48",19,3
"49",23,3
"50",21,3
"51",18,3
"52",22,3
"53",28,3
"54",29,3
"55",31,3
"56",39,3
"57",47,3
"58",57,3
"59",70,3
"60",74,3
"61",72,3
"62",67,3
"63",58,3
"64",54,3
"65",47,3
"66",42,3
"67",38,3
"68",36,3
"69",38,3
"70",53,4
"71",48,4
"72",32,4
"73",25,4
"74",32,4
"75",29,4
"76",33,4
"77",41,4
"78",44,4
"79",54,4
"80",56,4
"81",75,4
"82",78,4
"83",81,4
"84",64,4
"85",46,4
"86",47,4
"87",41,4
"88",34,4
"89",43,4
"90",42,4
"91",44,4
"92",54,4
