"","fcast","h"
"1",0,1
"2",2,1
"3",0,1
"4",1,1
"5",0,1
"6",1,1
"7",0,1
"8",0,1
"9",0,1
"10",0,1
"11",0,1
"12",0,1
"13",1,1
"14",0,1
"15",0,1
"16",0,1
"17",3,1
"18",5,1
"19",5,1
"20",5,1
"21",2,1
"22",4,1
"23",5,1
"24",0,2
"25",0,2
"26",0,2
"27",0,2
"28",0,2
"29",0,2
"30",0,2
"31",0,2
"32",0,2
"33",0,2
"34",0,2
"35",0,2
"36",0,2
"37",0,2
"38",3,2
"39",6,2
"40",6,2
"41",6,2
"42",4,2
"43",4,2
"44",6,2
"45",3,2
"46",2,2
"47",0,3
"48",0,3
"49",0,3
"50",0,3
"51",0,3
"52",0,3
"53",0,3
"54",0,3
"55",0,3
"56",0,3
"57",0,3
"58",0,3
"59",3,3
"60",6,3
"61",6,3
"62",5,3
"63",3,3
"64",4,3
"65",6,3
"66",3,3
"67",2,3
"68",6,3
"69",6,3
"70",0,4
"71",1,4
"72",1,4
"73",3,4
"74",0,4
"75",0,4
"76",1,4
"77",0,4
"78",0,4
"79",2,4
"80",4,4
"81",4,4
"82",4,4
"83",2,4
"84",4,4
"85",3,4
"86",2,4
"87",3,4
"88",0,4
"89",5,4
"90",4,4
"91",4,4
"92",9,4
