"","fcast","h"
"1",0,1
"2",0,1
"3",1,1
"4",0,1
"5",0,1
"6",0,1
"7",0,1
"8",0,1
"9",0,1
"10",3,1
"11",0,1
"12",0,1
"13",1,1
"14",4,1
"15",1,1
"16",3,1
"17",8,1
"18",1,1
"19",4,1
"20",9,1
"21",15,1
"22",15,1
"23",21,1
"24",0,2
"25",0,2
"26",0,2
"27",0,2
"28",0,2
"29",0,2
"30",0,2
"31",0,2
"32",0,2
"33",0,2
"34",0,2
"35",0,2
"36",0,2
"37",0,2
"38",0,2
"39",1,2
"40",4,2
"41",10,2
"42",16,2
"43",19,2
"44",21,2
"45",22,2
"46",18,2
"47",0,3
"48",0,3
"49",0,3
"50",0,3
"51",0,3
"52",0,3
"53",0,3
"54",0,3
"55",0,3
"56",0,3
"57",0,3
"58",0,3
"59",0,3
"60",1,3
"61",6,3
"62",11,3
"63",17,3
"64",20,3
"65",22,3
"66",21,3
"67",15,3
"68",12,3
"69",11,3
"70",0,4
"71",0,4
"72",0,4
"73",0,4
"74",0,4
"75",0,4
"76",0,4
"77",0,4
"78",0,4
"79",1,4
"80",1,4
"81",1,4
"82",1,4
"83",6,4
"84",8,4
"85",13,4
"86",16,4
"87",20,4
"88",14,4
"89",14,4
"90",10,4
"91",17,4
"92",13,4
