"","fcast","h","date"
"1",5,1,2020-05-11
"2",8,1,2020-05-18
"3",16,1,2020-05-25
"4",16,1,2020-06-01
"5",36,1,2020-06-08
"6",20,1,2020-06-15
"7",66,1,2020-06-22
"8",40,1,2020-06-29
"9",23,1,2020-07-06
"10",21,1,2020-07-13
"11",27,1,2020-07-20
"12",25,1,2020-07-27
"13",30,1,2020-08-03
"14",41,1,2020-08-10
"15",62,1,2020-08-17
"16",59,1,2020-08-24
"17",88,1,2020-08-31
"18",79,1,2020-09-07
"19",106,1,2020-09-14
"20",84,1,2020-09-21
"21",65,1,2020-09-28
"22",54,1,2020-10-05
"23",82,1,2020-10-12
"24",12,2,2020-05-11
"25",16,2,2020-05-18
"26",19,2,2020-05-25
"27",21,2,2020-06-01
"28",23,2,2020-06-08
"29",23,2,2020-06-15
"30",23,2,2020-06-22
"31",26,2,2020-06-29
"32",26,2,2020-07-06
"33",27,2,2020-07-13
"34",26,2,2020-07-20
"35",37,2,2020-07-27
"36",58,2,2020-08-03
"37",61,2,2020-08-10
"38",72,2,2020-08-17
"39",95,2,2020-08-24
"40",115,2,2020-08-31
"41",102,2,2020-09-07
"42",79,2,2020-09-14
"43",68,2,2020-09-21
"44",68,2,2020-09-28
"45",60,2,2020-10-05
"46",52,2,2020-10-12
"47",19,3,2020-05-11
"48",21,3,2020-05-18
"49",23,3,2020-05-25
"50",23,3,2020-06-01
"51",24,3,2020-06-08
"52",27,3,2020-06-15
"53",27,3,2020-06-22
"54",27,3,2020-06-29
"55",25,3,2020-07-06
"56",40,3,2020-07-13
"57",59,3,2020-07-20
"58",64,3,2020-07-27
"59",75,3,2020-08-03
"60",100,3,2020-08-10
"61",114,3,2020-08-17
"62",100,3,2020-08-24
"63",77,3,2020-08-31
"64",68,3,2020-09-07
"65",68,3,2020-09-14
"66",61,3,2020-09-21
"67",48,3,2020-09-28
"68",42,3,2020-10-05
"69",43,3,2020-10-12
"70",80,4,2020-05-11
"71",63,4,2020-05-18
"72",73,4,2020-05-25
"73",63,4,2020-06-01
"74",66,4,2020-06-08
"75",41,4,2020-06-15
"76",48,4,2020-06-22
"77",45,4,2020-06-29
"78",59,4,2020-07-06
"79",117,4,2020-07-13
"80",90,4,2020-07-20
"81",119,4,2020-07-27
"82",166,4,2020-08-03
"83",159,4,2020-08-10
"84",133,4,2020-08-17
"85",112,4,2020-08-24
"86",162,4,2020-08-31
"87",88,4,2020-09-07
"88",68,4,2020-09-14
"89",80,4,2020-09-21
"90",94,4,2020-09-28
"91",87,4,2020-10-05
"92",54,4,2020-10-12
