"","fcast","h","date"
"1",2,1,2020-05-11
"2",5,1,2020-05-18
"3",11,1,2020-05-25
"4",7,1,2020-06-01
"5",6,1,2020-06-08
"6",8,1,2020-06-15
"7",7,1,2020-06-22
"8",6,1,2020-06-29
"9",10,1,2020-07-06
"10",10,1,2020-07-13
"11",7,1,2020-07-20
"12",10,1,2020-07-27
"13",15,1,2020-08-03
"14",28,1,2020-08-10
"15",30,1,2020-08-17
"16",40,1,2020-08-24
"17",51,1,2020-08-31
"18",54,1,2020-09-07
"19",69,1,2020-09-14
"20",74,1,2020-09-21
"21",56,1,2020-09-28
"22",55,1,2020-10-05
"23",58,1,2020-10-12
"24",10,2,2020-05-11
"25",10,2,2020-05-18
"26",7,2,2020-05-25
"27",8,2,2020-06-01
"28",8,2,2020-06-08
"29",8,2,2020-06-15
"30",9,2,2020-06-22
"31",8,2,2020-06-29
"32",7,2,2020-07-06
"33",9,2,2020-07-13
"34",17,2,2020-07-20
"35",28,2,2020-07-27
"36",34,2,2020-08-03
"37",43,2,2020-08-10
"38",58,2,2020-08-17
"39",64,2,2020-08-24
"40",81,2,2020-08-31
"41",83,2,2020-09-07
"42",66,2,2020-09-14
"43",61,2,2020-09-21
"44",61,2,2020-09-28
"45",66,2,2020-10-05
"46",71,2,2020-10-12
"47",7,3,2020-05-11
"48",8,3,2020-05-18
"49",7,3,2020-05-25
"50",8,3,2020-06-01
"51",9,3,2020-06-08
"52",8,3,2020-06-15
"53",7,3,2020-06-22
"54",10,3,2020-06-29
"55",19,3,2020-07-06
"56",29,3,2020-07-13
"57",34,3,2020-07-20
"58",45,3,2020-07-27
"59",59,3,2020-08-03
"60",66,3,2020-08-10
"61",83,3,2020-08-17
"62",81,3,2020-08-24
"63",66,3,2020-08-31
"64",61,3,2020-09-07
"65",61,3,2020-09-14
"66",68,3,2020-09-21
"67",73,3,2020-09-28
"68",82,3,2020-10-05
"69",92,3,2020-10-12
"70",23,4,2020-05-11
"71",12,4,2020-05-18
"72",16,4,2020-05-25
"73",16,4,2020-06-01
"74",11,4,2020-06-08
"75",13,4,2020-06-15
"76",15,4,2020-06-22
"77",22,4,2020-06-29
"78",21,4,2020-07-06
"79",32,4,2020-07-13
"80",39,4,2020-07-20
"81",57,4,2020-07-27
"82",65,4,2020-08-03
"83",72,4,2020-08-10
"84",66,4,2020-08-17
"85",64,4,2020-08-24
"86",66,4,2020-08-31
"87",55,4,2020-09-07
"88",54,4,2020-09-14
"89",57,4,2020-09-21
"90",77,4,2020-09-28
"91",72,4,2020-10-05
"92",86,4,2020-10-12
