"","fcast","h"
"1",13,1
"2",11,1
"3",30,1
"4",33,1
"5",43,1
"6",17,1
"7",20,1
"8",32,1
"9",28,1
"10",37,1
"11",39,1
"12",54,1
"13",56,1
"14",79,1
"15",105,1
"16",100,1
"17",137,1
"18",136,1
"19",132,1
"20",120,1
"21",95,1
"22",77,1
"23",109,1
"24",16,2
"25",20,2
"26",19,2
"27",18,2
"28",21,2
"29",25,2
"30",29,2
"31",36,2
"32",38,2
"33",44,2
"34",62,2
"35",66,2
"36",84,2
"37",106,2
"38",141,2
"39",163,2
"40",155,2
"41",143,2
"42",116,2
"43",97,2
"44",107,2
"45",106,2
"46",90,2
"47",18,3
"48",18,3
"49",22,3
"50",25,3
"51",30,3
"52",38,3
"53",38,3
"54",47,3
"55",61,3
"56",65,3
"57",87,3
"58",111,3
"59",146,3
"60",162,3
"61",154,3
"62",140,3
"63",112,3
"64",95,3
"65",109,3
"66",104,3
"67",84,3
"68",82,3
"69",84,3
"70",58,4
"71",69,4
"72",50,4
"73",54,4
"74",47,4
"75",46,4
"76",64,4
"77",77,4
"78",83,4
"79",114,4
"80",158,4
"81",155,4
"82",125,4
"83",150,4
"84",137,4
"85",81,4
"86",116,4
"87",105,4
"88",71,4
"89",97,4
"90",75,4
"91",79,4
"92",100,4
