"","fcast","h"
"1",3,1
"2",5,1
"3",8,1
"4",5,1
"5",3,1
"6",1,1
"7",1,1
"8",1,1
"9",2,1
"10",1,1
"11",9,1
"12",13,1
"13",8,1
"14",12,1
"15",24,1
"16",37,1
"17",37,1
"18",40,1
"19",39,1
"20",40,1
"21",39,1
"22",35,1
"23",32,1
"24",8,2
"25",6,2
"26",6,2
"27",2,2
"28",0,2
"29",0,2
"30",0,2
"31",1,2
"32",3,2
"33",5,2
"34",7,2
"35",11,2
"36",20,2
"37",31,2
"38",43,2
"39",47,2
"40",43,2
"41",42,2
"42",42,2
"43",36,2
"44",28,2
"45",24,2
"46",22,2
"47",5,3
"48",1,3
"49",0,3
"50",0,3
"51",0,3
"52",1,3
"53",5,3
"54",6,3
"55",7,3
"56",12,3
"57",23,3
"58",34,3
"59",44,3
"60",47,3
"61",43,3
"62",42,3
"63",41,3
"64",35,3
"65",28,3
"66",25,3
"67",23,3
"68",24,3
"69",28,3
"70",2,4
"71",1,4
"72",2,4
"73",2,4
"74",2,4
"75",6,4
"76",4,4
"77",6,4
"78",11,4
"79",15,4
"80",26,4
"81",35,4
"82",44,4
"83",41,4
"84",38,4
"85",37,4
"86",40,4
"87",28,4
"88",26,4
"89",24,4
"90",22,4
"91",31,4
"92",41,4
