"","fcast","h","date"
"1",6,1,2020-05-11
"2",6,1,2020-05-18
"3",6,1,2020-05-25
"4",10,1,2020-06-01
"5",10,1,2020-06-08
"6",13,1,2020-06-15
"7",11,1,2020-06-22
"8",11,1,2020-06-29
"9",14,1,2020-07-06
"10",13,1,2020-07-13
"11",18,1,2020-07-20
"12",17,1,2020-07-27
"13",10,1,2020-08-03
"14",14,1,2020-08-10
"15",17,1,2020-08-17
"16",21,1,2020-08-24
"17",30,1,2020-08-31
"18",23,1,2020-09-07
"19",24,1,2020-09-14
"20",19,1,2020-09-21
"21",18,1,2020-09-28
"22",12,1,2020-10-05
"23",14,1,2020-10-12
"24",6,2,2020-05-11
"25",6,2,2020-05-18
"26",9,2,2020-05-25
"27",13,2,2020-06-01
"28",13,2,2020-06-08
"29",12,2,2020-06-15
"30",12,2,2020-06-22
"31",12,2,2020-06-29
"32",13,2,2020-07-06
"33",13,2,2020-07-13
"34",12,2,2020-07-20
"35",13,2,2020-07-27
"36",16,2,2020-08-03
"37",21,2,2020-08-10
"38",24,2,2020-08-17
"39",25,2,2020-08-24
"40",27,2,2020-08-31
"41",23,2,2020-09-07
"42",17,2,2020-09-14
"43",14,2,2020-09-21
"44",12,2,2020-09-28
"45",12,2,2020-10-05
"46",10,2,2020-10-12
"47",10,3,2020-05-11
"48",13,3,2020-05-18
"49",12,3,2020-05-25
"50",12,3,2020-06-01
"51",12,3,2020-06-08
"52",12,3,2020-06-15
"53",14,3,2020-06-22
"54",14,3,2020-06-29
"55",12,3,2020-07-06
"56",13,3,2020-07-13
"57",17,3,2020-07-20
"58",21,3,2020-07-27
"59",24,3,2020-08-03
"60",25,3,2020-08-10
"61",28,3,2020-08-17
"62",21,3,2020-08-24
"63",17,3,2020-08-31
"64",14,3,2020-09-07
"65",12,3,2020-09-14
"66",12,3,2020-09-21
"67",10,3,2020-09-28
"68",10,3,2020-10-05
"69",12,3,2020-10-12
"70",31,4,2020-05-11
"71",36,4,2020-05-18
"72",28,4,2020-05-25
"73",24,4,2020-06-01
"74",23,4,2020-06-08
"75",25,4,2020-06-15
"76",21,4,2020-06-22
"77",19,4,2020-06-29
"78",18,4,2020-07-06
"79",24,4,2020-07-13
"80",23,4,2020-07-20
"81",34,4,2020-07-27
"82",32,4,2020-08-03
"83",27,4,2020-08-10
"84",21,4,2020-08-17
"85",22,4,2020-08-24
"86",16,4,2020-08-31
"87",22,4,2020-09-07
"88",11,4,2020-09-14
"89",19,4,2020-09-21
"90",16,4,2020-09-28
"91",15,4,2020-10-05
"92",15,4,2020-10-12
