"","fcast","h","date"
"1",18,1,2020-05-11
"2",15,1,2020-05-18
"3",18,1,2020-05-25
"4",19,1,2020-06-01
"5",23,1,2020-06-08
"6",14,1,2020-06-15
"7",19,1,2020-06-22
"8",14,1,2020-06-29
"9",19,1,2020-07-06
"10",25,1,2020-07-13
"11",25,1,2020-07-20
"12",32,1,2020-07-27
"13",60,1,2020-08-03
"14",77,1,2020-08-10
"15",109,1,2020-08-17
"16",123,1,2020-08-24
"17",134,1,2020-08-31
"18",153,1,2020-09-07
"19",134,1,2020-09-14
"20",120,1,2020-09-21
"21",93,1,2020-09-28
"22",61,1,2020-10-05
"23",88,1,2020-10-12
"24",17,2,2020-05-11
"25",15,2,2020-05-18
"26",12,2,2020-05-25
"27",15,2,2020-06-01
"28",14,2,2020-06-08
"29",12,2,2020-06-15
"30",15,2,2020-06-22
"31",18,2,2020-06-29
"32",24,2,2020-07-06
"33",38,2,2020-07-13
"34",60,2,2020-07-20
"35",84,2,2020-07-27
"36",119,2,2020-08-03
"37",142,2,2020-08-10
"38",157,2,2020-08-17
"39",165,2,2020-08-24
"40",149,2,2020-08-31
"41",127,2,2020-09-07
"42",102,2,2020-09-14
"43",78,2,2020-09-21
"44",71,2,2020-09-28
"45",80,2,2020-10-05
"46",81,2,2020-10-12
"47",13,3,2020-05-11
"48",15,3,2020-05-18
"49",13,3,2020-05-25
"50",13,3,2020-06-01
"51",14,3,2020-06-08
"52",18,3,2020-06-15
"53",24,3,2020-06-22
"54",41,3,2020-06-29
"55",63,3,2020-07-06
"56",89,3,2020-07-13
"57",125,3,2020-07-20
"58",146,3,2020-07-27
"59",159,3,2020-08-03
"60",162,3,2020-08-10
"61",145,3,2020-08-17
"62",126,3,2020-08-24
"63",98,3,2020-08-31
"64",77,3,2020-09-07
"65",74,3,2020-09-14
"66",82,3,2020-09-21
"67",82,3,2020-09-28
"68",86,3,2020-10-05
"69",95,3,2020-10-12
"70",38,4,2020-05-11
"71",27,4,2020-05-18
"72",30,4,2020-05-25
"73",33,4,2020-06-01
"74",30,4,2020-06-08
"75",38,4,2020-06-15
"76",51,4,2020-06-22
"77",71,4,2020-06-29
"78",105,4,2020-07-06
"79",136,4,2020-07-13
"80",154,4,2020-07-20
"81",254,4,2020-07-27
"82",221,4,2020-08-03
"83",197,4,2020-08-10
"84",178,4,2020-08-17
"85",165,4,2020-08-24
"86",122,4,2020-08-31
"87",136,4,2020-09-07
"88",106,4,2020-09-14
"89",101,4,2020-09-21
"90",110,4,2020-09-28
"91",110,4,2020-10-05
"92",80,4,2020-10-12
