"","fcast","h","date"
"1",4,1,2020-05-11
"2",6,1,2020-05-18
"3",5,1,2020-05-25
"4",6,1,2020-06-01
"5",6,1,2020-06-08
"6",10,1,2020-06-15
"7",8,1,2020-06-22
"8",8,1,2020-06-29
"9",5,1,2020-07-06
"10",9,1,2020-07-13
"11",6,1,2020-07-20
"12",7,1,2020-07-27
"13",14,1,2020-08-03
"14",15,1,2020-08-10
"15",15,1,2020-08-17
"16",22,1,2020-08-24
"17",22,1,2020-08-31
"18",26,1,2020-09-07
"19",24,1,2020-09-14
"20",28,1,2020-09-21
"21",27,1,2020-09-28
"22",20,1,2020-10-05
"23",17,1,2020-10-12
"24",6,2,2020-05-11
"25",6,2,2020-05-18
"26",6,2,2020-05-25
"27",6,2,2020-06-01
"28",6,2,2020-06-08
"29",6,2,2020-06-15
"30",6,2,2020-06-22
"31",6,2,2020-06-29
"32",6,2,2020-07-06
"33",8,2,2020-07-13
"34",14,2,2020-07-20
"35",17,2,2020-07-27
"36",19,2,2020-08-03
"37",23,2,2020-08-10
"38",27,2,2020-08-17
"39",30,2,2020-08-24
"40",30,2,2020-08-31
"41",30,2,2020-09-07
"42",28,2,2020-09-14
"43",24,2,2020-09-21
"44",22,2,2020-09-28
"45",19,2,2020-10-05
"46",19,2,2020-10-12
"47",6,3,2020-05-11
"48",6,3,2020-05-18
"49",6,3,2020-05-25
"50",6,3,2020-06-01
"51",6,3,2020-06-08
"52",6,3,2020-06-15
"53",6,3,2020-06-22
"54",9,3,2020-06-29
"55",15,3,2020-07-06
"56",18,3,2020-07-13
"57",20,3,2020-07-20
"58",24,3,2020-07-27
"59",28,3,2020-08-03
"60",30,3,2020-08-10
"61",30,3,2020-08-17
"62",30,3,2020-08-24
"63",27,3,2020-08-31
"64",24,3,2020-09-07
"65",22,3,2020-09-14
"66",18,3,2020-09-21
"67",18,3,2020-09-28
"68",19,3,2020-10-05
"69",20,3,2020-10-12
"70",12,4,2020-05-11
"71",5,4,2020-05-18
"72",7,4,2020-05-25
"73",3,4,2020-06-01
"74",8,4,2020-06-08
"75",12,4,2020-06-15
"76",11,4,2020-06-22
"77",12,4,2020-06-29
"78",16,4,2020-07-06
"79",22,4,2020-07-13
"80",28,4,2020-07-20
"81",30,4,2020-07-27
"82",39,4,2020-08-03
"83",29,4,2020-08-10
"84",32,4,2020-08-17
"85",30,4,2020-08-24
"86",31,4,2020-08-31
"87",22,4,2020-09-07
"88",23,4,2020-09-14
"89",23,4,2020-09-21
"90",17,4,2020-09-28
"91",29,4,2020-10-05
"92",33,4,2020-10-12
