"","fcast","h"
"1",88,1
"2",218,1
"3",255,1
"4",259,1
"5",277,1
"6",255,1
"7",208,1
"8",118,1
"9",101,1
"10",111,1
"11",65,1
"12",55,1
"13",38,1
"14",24,1
"15",25,1
"16",22,1
"17",30,1
"18",19,1
"19",32,1
"20",30,1
"21",30,1
"22",30,1
"23",25,1
"24",293,2
"25",313,2
"26",310,2
"27",278,2
"28",214,2
"29",146,2
"30",107,2
"31",93,2
"32",72,2
"33",48,2
"34",34,2
"35",28,2
"36",26,2
"37",26,2
"38",27,2
"39",24,2
"40",34,2
"41",36,2
"42",34,2
"43",31,2
"44",25,2
"45",28,2
"46",30,2
"47",304,3
"48",271,3
"49",205,3
"50",138,3
"51",105,3
"52",91,3
"53",68,3
"54",45,3
"55",33,3
"56",28,3
"57",26,3
"58",26,3
"59",24,3
"60",25,3
"61",34,3
"62",34,3
"63",34,3
"64",31,3
"65",25,3
"66",28,3
"67",31,3
"68",35,3
"69",38,3
"70",921,4
"71",634,4
"72",443,4
"73",313,4
"74",255,4
"75",287,4
"76",179,4
"77",126,4
"78",133,4
"79",160,4
"80",83,4
"81",58,4
"82",47,4
"83",41,4
"84",38,4
"85",35,4
"86",25,4
"87",32,4
"88",35,4
"89",35,4
"90",38,4
"91",40,4
"92",57,4
