"","fcast","h","date"
"1",35,1,2020-05-11
"2",36,1,2020-05-18
"3",51,1,2020-05-25
"4",61,1,2020-06-01
"5",73,1,2020-06-08
"6",64,1,2020-06-15
"7",75,1,2020-06-22
"8",77,1,2020-06-29
"9",73,1,2020-07-06
"10",82,1,2020-07-13
"11",71,1,2020-07-20
"12",59,1,2020-07-27
"13",43,1,2020-08-03
"14",33,1,2020-08-10
"15",30,1,2020-08-17
"16",33,1,2020-08-24
"17",40,1,2020-08-31
"18",59,1,2020-09-07
"19",62,1,2020-09-14
"20",69,1,2020-09-21
"21",55,1,2020-09-28
"22",50,1,2020-10-05
"23",47,1,2020-10-12
"24",37,2,2020-05-11
"25",57,2,2020-05-18
"26",62,2,2020-05-25
"27",74,2,2020-06-01
"28",87,2,2020-06-08
"29",89,2,2020-06-15
"30",89,2,2020-06-22
"31",90,2,2020-06-29
"32",79,2,2020-07-06
"33",63,2,2020-07-13
"34",44,2,2020-07-20
"35",34,2,2020-07-27
"36",32,2,2020-08-03
"37",37,2,2020-08-10
"38",48,2,2020-08-17
"39",64,2,2020-08-24
"40",75,2,2020-08-31
"41",78,2,2020-09-07
"42",67,2,2020-09-14
"43",57,2,2020-09-21
"44",50,2,2020-09-28
"45",49,2,2020-10-05
"46",53,2,2020-10-12
"47",64,3,2020-05-11
"48",76,3,2020-05-18
"49",89,3,2020-05-25
"50",87,3,2020-06-01
"51",90,3,2020-06-08
"52",89,3,2020-06-15
"53",78,3,2020-06-22
"54",60,3,2020-06-29
"55",42,3,2020-07-06
"56",32,3,2020-07-13
"57",33,3,2020-07-20
"58",39,3,2020-07-27
"59",51,3,2020-08-03
"60",65,3,2020-08-10
"61",77,3,2020-08-17
"62",75,3,2020-08-24
"63",65,3,2020-08-31
"64",57,3,2020-09-07
"65",49,3,2020-09-14
"66",51,3,2020-09-21
"67",53,3,2020-09-28
"68",53,3,2020-10-05
"69",51,3,2020-10-12
"70",228,4,2020-05-11
"71",221,4,2020-05-18
"72",187,4,2020-05-25
"73",160,4,2020-06-01
"74",153,4,2020-06-08
"75",122,4,2020-06-15
"76",98,4,2020-06-22
"77",66,4,2020-06-29
"78",54,4,2020-07-06
"79",62,4,2020-07-13
"80",50,4,2020-07-20
"81",71,4,2020-07-27
"82",70,4,2020-08-03
"83",67,4,2020-08-10
"84",59,4,2020-08-17
"85",54,4,2020-08-24
"86",58,4,2020-08-31
"87",44,4,2020-09-07
"88",40,4,2020-09-14
"89",47,4,2020-09-21
"90",54,4,2020-09-28
"91",37,4,2020-10-05
"92",46,4,2020-10-12
