"","fcast","h"
"1",12,1
"2",19,1
"3",26,1
"4",33,1
"5",31,1
"6",39,1
"7",65,1
"8",44,1
"9",57,1
"10",61,1
"11",90,1
"12",106,1
"13",154,1
"14",103,1
"15",110,1
"16",125,1
"17",150,1
"18",148,1
"19",156,1
"20",132,1
"21",117,1
"22",114,1
"23",139,1
"24",21,2
"25",24,2
"26",29,2
"27",34,2
"28",37,2
"29",42,2
"30",52,2
"31",61,2
"32",76,2
"33",95,2
"34",110,2
"35",116,2
"36",133,2
"37",149,2
"38",168,2
"39",178,2
"40",174,2
"41",157,2
"42",136,2
"43",130,2
"44",143,2
"45",142,2
"46",126,2
"47",29,3
"48",35,3
"49",39,3
"50",44,3
"51",54,3
"52",63,3
"53",80,3
"54",100,3
"55",111,3
"56",119,3
"57",135,3
"58",152,3
"59",171,3
"60",177,3
"61",173,3
"62",154,3
"63",134,3
"64",132,3
"65",144,3
"66",141,3
"67",120,3
"68",115,3
"69",116,3
"70",90,4
"71",82,4
"72",59,4
"73",92,4
"74",78,4
"75",101,4
"76",121,4
"77",97,4
"78",105,4
"79",116,4
"80",163,4
"81",160,4
"82",163,4
"83",146,4
"84",156,4
"85",168,4
"86",158,4
"87",176,4
"88",128,4
"89",163,4
"90",162,4
"91",165,4
"92",135,4
