"","fcast","h"
"1",14,1
"2",11,1
"3",60,1
"4",49,1
"5",42,1
"6",54,1
"7",69,1
"8",66,1
"9",70,1
"10",79,1
"11",86,1
"12",64,1
"13",39,1
"14",40,1
"15",44,1
"16",46,1
"17",69,1
"18",79,1
"19",100,1
"20",82,1
"21",94,1
"22",69,1
"23",77,1
"24",25,2
"25",35,2
"26",46,2
"27",60,2
"28",70,2
"29",75,2
"30",80,2
"31",88,2
"32",89,2
"33",69,2
"34",51,2
"35",47,2
"36",48,2
"37",54,2
"38",70,2
"39",86,2
"40",94,2
"41",96,2
"42",96,2
"43",85,2
"44",84,2
"45",88,2
"46",89,2
"47",46,3
"48",61,3
"49",71,3
"50",76,3
"51",81,3
"52",90,3
"53",87,3
"54",66,3
"55",50,3
"56",47,3
"57",49,3
"58",56,3
"59",73,3
"60",89,3
"61",94,3
"62",98,3
"63",95,3
"64",84,3
"65",83,3
"66",88,3
"67",89,3
"68",89,3
"69",86,3
"70",115,4
"71",126,4
"72",122,4
"73",119,4
"74",87,4
"75",76,4
"76",62,4
"77",87,4
"78",79,4
"79",86,4
"80",60,4
"81",74,4
"82",109,4
"83",102,4
"84",81,4
"85",81,4
"86",96,4
"87",105,4
"88",63,4
"89",225,4
"90",124,4
"91",85,4
"92",77,4
