"","fcast","h","date"
"1",88,1,2020-05-11
"2",218,1,2020-05-18
"3",255,1,2020-05-25
"4",259,1,2020-06-01
"5",277,1,2020-06-08
"6",255,1,2020-06-15
"7",208,1,2020-06-22
"8",118,1,2020-06-29
"9",101,1,2020-07-06
"10",111,1,2020-07-13
"11",65,1,2020-07-20
"12",55,1,2020-07-27
"13",38,1,2020-08-03
"14",24,1,2020-08-10
"15",25,1,2020-08-17
"16",22,1,2020-08-24
"17",30,1,2020-08-31
"18",19,1,2020-09-07
"19",32,1,2020-09-14
"20",30,1,2020-09-21
"21",30,1,2020-09-28
"22",30,1,2020-10-05
"23",25,1,2020-10-12
"24",293,2,2020-05-11
"25",313,2,2020-05-18
"26",310,2,2020-05-25
"27",278,2,2020-06-01
"28",214,2,2020-06-08
"29",146,2,2020-06-15
"30",107,2,2020-06-22
"31",93,2,2020-06-29
"32",72,2,2020-07-06
"33",48,2,2020-07-13
"34",34,2,2020-07-20
"35",28,2,2020-07-27
"36",26,2,2020-08-03
"37",26,2,2020-08-10
"38",27,2,2020-08-17
"39",24,2,2020-08-24
"40",34,2,2020-08-31
"41",36,2,2020-09-07
"42",34,2,2020-09-14
"43",31,2,2020-09-21
"44",25,2,2020-09-28
"45",28,2,2020-10-05
"46",30,2,2020-10-12
"47",304,3,2020-05-11
"48",271,3,2020-05-18
"49",205,3,2020-05-25
"50",138,3,2020-06-01
"51",105,3,2020-06-08
"52",91,3,2020-06-15
"53",68,3,2020-06-22
"54",45,3,2020-06-29
"55",33,3,2020-07-06
"56",28,3,2020-07-13
"57",26,3,2020-07-20
"58",26,3,2020-07-27
"59",24,3,2020-08-03
"60",25,3,2020-08-10
"61",34,3,2020-08-17
"62",34,3,2020-08-24
"63",34,3,2020-08-31
"64",31,3,2020-09-07
"65",25,3,2020-09-14
"66",28,3,2020-09-21
"67",31,3,2020-09-28
"68",35,3,2020-10-05
"69",38,3,2020-10-12
"70",921,4,2020-05-11
"71",634,4,2020-05-18
"72",443,4,2020-05-25
"73",313,4,2020-06-01
"74",255,4,2020-06-08
"75",287,4,2020-06-15
"76",179,4,2020-06-22
"77",126,4,2020-06-29
"78",133,4,2020-07-06
"79",160,4,2020-07-13
"80",83,4,2020-07-20
"81",58,4,2020-07-27
"82",47,4,2020-08-03
"83",41,4,2020-08-10
"84",38,4,2020-08-17
"85",35,4,2020-08-24
"86",25,4,2020-08-31
"87",32,4,2020-09-07
"88",35,4,2020-09-14
"89",35,4,2020-09-21
"90",38,4,2020-09-28
"91",40,4,2020-10-05
"92",57,4,2020-10-12
