"","fcast","h"
"1",20,1
"2",81,1
"3",113,1
"4",108,1
"5",90,1
"6",66,1
"7",58,1
"8",43,1
"9",49,1
"10",38,1
"11",35,1
"12",26,1
"13",25,1
"14",32,1
"15",25,1
"16",37,1
"17",47,1
"18",59,1
"19",61,1
"20",67,1
"21",58,1
"22",67,1
"23",55,1
"24",126,2
"25",113,2
"26",88,2
"27",79,2
"28",66,2
"29",54,2
"30",51,2
"31",41,2
"32",35,2
"33",23,2
"34",17,2
"35",23,2
"36",31,2
"37",41,2
"38",55,2
"39",60,2
"40",65,2
"41",65,2
"42",62,2
"43",60,2
"44",62,2
"45",67,2
"46",64,2
"47",86,3
"48",78,3
"49",63,3
"50",54,3
"51",53,3
"52",41,3
"53",33,3
"54",22,3
"55",17,3
"56",25,3
"57",32,3
"58",42,3
"59",56,3
"60",62,3
"61",64,3
"62",64,3
"63",63,3
"64",60,3
"65",63,3
"66",66,3
"67",70,3
"68",71,3
"69",69,3
"70",241,4
"71",215,4
"72",225,4
"73",142,4
"74",110,4
"75",47,4
"76",47,4
"77",44,4
"78",59,4
"79",80,4
"80",44,4
"81",48,4
"82",59,4
"83",51,4
"84",60,4
"85",69,4
"86",75,4
"87",63,4
"88",69,4
"89",62,4
"90",71,4
"91",82,4
"92",96,4
