"","fcast","h"
"1",77,1
"2",89,1
"3",102,1
"4",131,1
"5",128,1
"6",131,1
"7",184,1
"8",206,1
"9",231,1
"10",215,1
"11",267,1
"12",268,1
"13",281,1
"14",429,1
"15",517,1
"16",647,1
"17",764,1
"18",742,1
"19",770,1
"20",637,1
"21",608,1
"22",666,1
"23",568,1
"24",107,2
"25",109,2
"26",128,2
"27",146,2
"28",149,2
"29",159,2
"30",167,2
"31",192,2
"32",225,2
"33",254,2
"34",291,2
"35",383,2
"36",511,2
"37",663,2
"38",786,2
"39",826,2
"40",819,2
"41",706,2
"42",703,2
"43",722,2
"44",568,2
"45",465,2
"46",393,2
"47",132,3
"48",147,3
"49",152,3
"50",162,3
"51",169,3
"52",198,3
"53",231,3
"54",258,3
"55",301,3
"56",399,3
"57",526,3
"58",687,3
"59",798,3
"60",828,3
"61",812,3
"62",702,3
"63",716,3
"64",709,3
"65",549,3
"66",455,3
"67",364,3
"68",311,3
"69",314,3
"70",324,4
"71",334,4
"72",355,4
"73",280,4
"74",338,4
"75",356,4
"76",360,4
"77",350,4
"78",446,4
"79",612,4
"80",741,4
"81",722,4
"82",883,4
"83",916,4
"84",631,4
"85",872,4
"86",658,4
"87",579,4
"88",482,4
"89",493,4
"90",461,4
"91",456,4
"92",323,4
