"","fcast","h","date"
"1",3,1,2020-05-11
"2",5,1,2020-05-18
"3",8,1,2020-05-25
"4",5,1,2020-06-01
"5",3,1,2020-06-08
"6",1,1,2020-06-15
"7",1,1,2020-06-22
"8",1,1,2020-06-29
"9",2,1,2020-07-06
"10",1,1,2020-07-13
"11",9,1,2020-07-20
"12",13,1,2020-07-27
"13",8,1,2020-08-03
"14",12,1,2020-08-10
"15",24,1,2020-08-17
"16",37,1,2020-08-24
"17",37,1,2020-08-31
"18",40,1,2020-09-07
"19",39,1,2020-09-14
"20",40,1,2020-09-21
"21",39,1,2020-09-28
"22",35,1,2020-10-05
"23",32,1,2020-10-12
"24",8,2,2020-05-11
"25",6,2,2020-05-18
"26",6,2,2020-05-25
"27",2,2,2020-06-01
"28",0,2,2020-06-08
"29",0,2,2020-06-15
"30",0,2,2020-06-22
"31",1,2,2020-06-29
"32",3,2,2020-07-06
"33",5,2,2020-07-13
"34",7,2,2020-07-20
"35",11,2,2020-07-27
"36",20,2,2020-08-03
"37",31,2,2020-08-10
"38",43,2,2020-08-17
"39",47,2,2020-08-24
"40",43,2,2020-08-31
"41",42,2,2020-09-07
"42",42,2,2020-09-14
"43",36,2,2020-09-21
"44",28,2,2020-09-28
"45",24,2,2020-10-05
"46",22,2,2020-10-12
"47",5,3,2020-05-11
"48",1,3,2020-05-18
"49",0,3,2020-05-25
"50",0,3,2020-06-01
"51",0,3,2020-06-08
"52",1,3,2020-06-15
"53",5,3,2020-06-22
"54",6,3,2020-06-29
"55",7,3,2020-07-06
"56",12,3,2020-07-13
"57",23,3,2020-07-20
"58",34,3,2020-07-27
"59",44,3,2020-08-03
"60",47,3,2020-08-10
"61",43,3,2020-08-17
"62",42,3,2020-08-24
"63",41,3,2020-08-31
"64",35,3,2020-09-07
"65",28,3,2020-09-14
"66",25,3,2020-09-21
"67",23,3,2020-09-28
"68",24,3,2020-10-05
"69",28,3,2020-10-12
"70",2,4,2020-05-11
"71",1,4,2020-05-18
"72",2,4,2020-05-25
"73",2,4,2020-06-01
"74",3,4,2020-06-08
"75",6,4,2020-06-15
"76",4,4,2020-06-22
"77",6,4,2020-06-29
"78",11,4,2020-07-06
"79",15,4,2020-07-13
"80",26,4,2020-07-20
"81",35,4,2020-07-27
"82",44,4,2020-08-03
"83",41,4,2020-08-10
"84",38,4,2020-08-17
"85",37,4,2020-08-24
"86",40,4,2020-08-31
"87",28,4,2020-09-07
"88",26,4,2020-09-14
"89",24,4,2020-09-21
"90",22,4,2020-09-28
"91",31,4,2020-10-05
"92",41,4,2020-10-12
