"","fcast","h","date"
"1",8,1,2020-05-11
"2",18,1,2020-05-18
"3",6,1,2020-05-25
"4",16,1,2020-06-01
"5",11,1,2020-06-08
"6",18,1,2020-06-15
"7",12,1,2020-06-22
"8",16,1,2020-06-29
"9",24,1,2020-07-06
"10",16,1,2020-07-13
"11",14,1,2020-07-20
"12",27,1,2020-07-27
"13",15,1,2020-08-03
"14",16,1,2020-08-10
"15",25,1,2020-08-17
"16",34,1,2020-08-24
"17",38,1,2020-08-31
"18",39,1,2020-09-07
"19",47,1,2020-09-14
"20",43,1,2020-09-21
"21",48,1,2020-09-28
"22",50,1,2020-10-05
"23",59,1,2020-10-12
"24",7,2,2020-05-11
"25",11,2,2020-05-18
"26",13,2,2020-05-25
"27",13,2,2020-06-01
"28",15,2,2020-06-08
"29",17,2,2020-06-15
"30",14,2,2020-06-22
"31",13,2,2020-06-29
"32",17,2,2020-07-06
"33",18,2,2020-07-13
"34",15,2,2020-07-20
"35",17,2,2020-07-27
"36",18,2,2020-08-03
"37",24,2,2020-08-10
"38",35,2,2020-08-17
"39",47,2,2020-08-24
"40",53,2,2020-08-31
"41",51,2,2020-09-07
"42",51,2,2020-09-14
"43",52,2,2020-09-21
"44",54,2,2020-09-28
"45",60,2,2020-10-05
"46",56,2,2020-10-12
"47",13,3,2020-05-11
"48",13,3,2020-05-18
"49",15,3,2020-05-25
"50",16,3,2020-06-01
"51",14,3,2020-06-08
"52",13,3,2020-06-15
"53",18,3,2020-06-22
"54",17,3,2020-06-29
"55",16,3,2020-07-06
"56",17,3,2020-07-13
"57",18,3,2020-07-20
"58",26,3,2020-07-27
"59",38,3,2020-08-03
"60",48,3,2020-08-10
"61",54,3,2020-08-17
"62",50,3,2020-08-24
"63",52,3,2020-08-31
"64",53,3,2020-09-07
"65",55,3,2020-09-14
"66",61,3,2020-09-21
"67",57,3,2020-09-28
"68",56,3,2020-10-05
"69",60,3,2020-10-12
"70",35,4,2020-05-11
"71",25,4,2020-05-18
"72",39,4,2020-05-25
"73",24,4,2020-06-01
"74",20,4,2020-06-08
"75",22,4,2020-06-15
"76",15,4,2020-06-22
"77",29,4,2020-06-29
"78",21,4,2020-07-06
"79",28,4,2020-07-13
"80",38,4,2020-07-20
"81",35,4,2020-07-27
"82",46,4,2020-08-03
"83",41,4,2020-08-10
"84",43,4,2020-08-17
"85",56,4,2020-08-24
"86",51,4,2020-08-31
"87",64,4,2020-09-07
"88",52,4,2020-09-14
"89",50,4,2020-09-21
"90",51,4,2020-09-28
"91",55,4,2020-10-05
"92",62,4,2020-10-12
