"","fcast","h"
"1",4,1
"2",6,1
"3",6,1
"4",30,1
"5",28,1
"6",36,1
"7",37,1
"8",38,1
"9",31,1
"10",30,1
"11",30,1
"12",33,1
"13",29,1
"14",23,1
"15",41,1
"16",43,1
"17",50,1
"18",40,1
"19",42,1
"20",56,1
"21",43,1
"22",49,1
"23",53,1
"24",7,2
"25",10,2
"26",20,2
"27",36,2
"28",44,2
"29",39,2
"30",34,2
"31",31,2
"32",28,2
"33",29,2
"34",27,2
"35",29,2
"36",35,2
"37",41,2
"38",46,2
"39",46,2
"40",45,2
"41",43,2
"42",43,2
"43",45,2
"44",69,2
"45",86,2
"46",76,2
"47",22,3
"48",37,3
"49",43,3
"50",38,3
"51",33,3
"52",32,3
"53",29,3
"54",29,3
"55",27,3
"56",29,3
"57",35,3
"58",41,3
"59",47,3
"60",45,3
"61",45,3
"62",43,3
"63",42,3
"64",48,3
"65",75,3
"66",88,3
"67",69,3
"68",65,3
"69",71,3
"70",67,4
"71",63,4
"72",64,4
"73",63,4
"74",39,4
"75",35,4
"76",29,4
"77",22,4
"78",24,4
"79",37,4
"80",38,4
"81",39,4
"82",39,4
"83",42,4
"84",46,4
"85",53,4
"86",59,4
"87",71,4
"88",66,4
"89",55,4
"90",55,4
"91",76,4
"92",84,4
