"","fcast","h"
"1",11,1
"2",11,1
"3",18,1
"4",10,1
"5",16,1
"6",22,1
"7",40,1
"8",57,1
"9",52,1
"10",54,1
"11",46,1
"12",34,1
"13",29,1
"14",28,1
"15",36,1
"16",36,1
"17",44,1
"18",47,1
"19",55,1
"20",55,1
"21",57,1
"22",47,1
"23",64,1
"24",6,2
"25",7,2
"26",11,2
"27",23,2
"28",43,2
"29",54,2
"30",57,2
"31",60,2
"32",52,2
"33",40,2
"34",33,2
"35",31,2
"36",35,2
"37",39,2
"38",49,2
"39",54,2
"40",60,2
"41",63,2
"42",59,2
"43",56,2
"44",60,2
"45",69,2
"46",67,2
"47",11,3
"48",25,3
"49",46,3
"50",57,3
"51",59,3
"52",60,3
"53",47,3
"54",39,3
"55",34,3
"56",32,3
"57",34,3
"58",41,3
"59",50,3
"60",56,3
"61",63,3
"62",62,3
"63",60,3
"64",56,3
"65",62,3
"66",70,3
"67",61,3
"68",56,3
"69",68,3
"70",102,4
"71",97,4
"72",91,4
"73",104,4
"74",95,4
"75",80,4
"76",52,4
"77",39,4
"78",33,4
"79",31,4
"80",43,4
"81",37,4
"82",47,4
"83",49,4
"84",51,4
"85",55,4
"86",50,4
"87",53,4
"88",56,4
"89",45,4
"90",59,4
"91",70,4
"92",78,4
