"","fcast","h","date"
"1",25,1,2020-05-11
"2",121,1,2020-05-18
"3",100,1,2020-05-25
"4",78,1,2020-06-01
"5",40,1,2020-06-08
"6",32,1,2020-06-15
"7",36,1,2020-06-22
"8",29,1,2020-06-29
"9",43,1,2020-07-06
"10",36,1,2020-07-13
"11",72,1,2020-07-20
"12",58,1,2020-07-27
"13",56,1,2020-08-03
"14",71,1,2020-08-10
"15",90,1,2020-08-17
"16",120,1,2020-08-24
"17",161,1,2020-08-31
"18",162,1,2020-09-07
"19",177,1,2020-09-14
"20",142,1,2020-09-21
"21",126,1,2020-09-28
"22",70,1,2020-10-05
"23",72,1,2020-10-12
"24",106,2,2020-05-11
"25",83,2,2020-05-18
"26",46,2,2020-05-25
"27",35,2,2020-06-01
"28",32,2,2020-06-08
"29",34,2,2020-06-15
"30",37,2,2020-06-22
"31",34,2,2020-06-29
"32",33,2,2020-07-06
"33",38,2,2020-07-13
"34",47,2,2020-07-20
"35",57,2,2020-07-27
"36",88,2,2020-08-03
"37",127,2,2020-08-10
"38",163,2,2020-08-17
"39",186,2,2020-08-24
"40",183,2,2020-08-31
"41",162,2,2020-09-07
"42",134,2,2020-09-14
"43",85,2,2020-09-21
"44",69,2,2020-09-28
"45",70,2,2020-10-05
"46",64,2,2020-10-12
"47",43,3,2020-05-11
"48",35,3,2020-05-18
"49",32,3,2020-05-25
"50",33,3,2020-06-01
"51",37,3,2020-06-08
"52",35,3,2020-06-15
"53",33,3,2020-06-22
"54",40,3,2020-06-29
"55",45,3,2020-07-06
"56",60,3,2020-07-13
"57",95,3,2020-07-20
"58",135,3,2020-07-27
"59",169,3,2020-08-03
"60",186,3,2020-08-10
"61",179,3,2020-08-17
"62",158,3,2020-08-24
"63",126,3,2020-08-31
"64",80,3,2020-09-07
"65",67,3,2020-09-14
"66",69,3,2020-09-21
"67",65,3,2020-09-28
"68",57,3,2020-10-05
"69",51,3,2020-10-12
"70",141,4,2020-05-11
"71",121,4,2020-05-18
"72",79,4,2020-05-25
"73",65,4,2020-06-01
"74",95,4,2020-06-08
"75",54,4,2020-06-15
"76",79,4,2020-06-22
"77",64,4,2020-06-29
"78",88,4,2020-07-06
"79",123,4,2020-07-13
"80",142,4,2020-07-20
"81",182,4,2020-07-27
"82",189,4,2020-08-03
"83",179,4,2020-08-10
"84",168,4,2020-08-17
"85",148,4,2020-08-24
"86",119,4,2020-08-31
"87",115,4,2020-09-07
"88",92,4,2020-09-14
"89",93,4,2020-09-21
"90",67,4,2020-09-28
"91",69,4,2020-10-05
"92",44,4,2020-10-12
