"","fcast","h","date"
"1",2,1,2020-05-11
"2",16,1,2020-05-18
"3",27,1,2020-05-25
"4",10,1,2020-06-01
"5",14,1,2020-06-08
"6",13,1,2020-06-15
"7",10,1,2020-06-22
"8",16,1,2020-06-29
"9",14,1,2020-07-06
"10",11,1,2020-07-13
"11",12,1,2020-07-20
"12",19,1,2020-07-27
"13",37,1,2020-08-03
"14",25,1,2020-08-10
"15",48,1,2020-08-17
"16",58,1,2020-08-24
"17",65,1,2020-08-31
"18",87,1,2020-09-07
"19",77,1,2020-09-14
"20",74,1,2020-09-21
"21",60,1,2020-09-28
"22",52,1,2020-10-05
"23",49,1,2020-10-12
"24",12,2,2020-05-11
"25",12,2,2020-05-18
"26",12,2,2020-05-25
"27",12,2,2020-06-01
"28",11,2,2020-06-08
"29",11,2,2020-06-15
"30",11,2,2020-06-22
"31",12,2,2020-06-29
"32",12,2,2020-07-06
"33",15,2,2020-07-13
"34",20,2,2020-07-20
"35",31,2,2020-07-27
"36",52,2,2020-08-03
"37",67,2,2020-08-10
"38",79,2,2020-08-17
"39",96,2,2020-08-24
"40",95,2,2020-08-31
"41",89,2,2020-09-07
"42",76,2,2020-09-14
"43",63,2,2020-09-21
"44",52,2,2020-09-28
"45",41,2,2020-10-05
"46",35,2,2020-10-12
"47",12,3,2020-05-11
"48",12,3,2020-05-18
"49",11,3,2020-05-25
"50",11,3,2020-06-01
"51",11,3,2020-06-08
"52",12,3,2020-06-15
"53",12,3,2020-06-22
"54",16,3,2020-06-29
"55",21,3,2020-07-06
"56",33,3,2020-07-13
"57",57,3,2020-07-20
"58",68,3,2020-07-27
"59",82,3,2020-08-03
"60",98,3,2020-08-10
"61",94,3,2020-08-17
"62",87,3,2020-08-24
"63",72,3,2020-08-31
"64",62,3,2020-09-07
"65",50,3,2020-09-14
"66",41,3,2020-09-21
"67",31,3,2020-09-28
"68",26,3,2020-10-05
"69",27,3,2020-10-12
"70",27,4,2020-05-11
"71",28,4,2020-05-18
"72",14,4,2020-05-25
"73",15,4,2020-06-01
"74",15,4,2020-06-08
"75",16,4,2020-06-15
"76",20,4,2020-06-22
"77",22,4,2020-06-29
"78",35,4,2020-07-06
"79",61,4,2020-07-13
"80",70,4,2020-07-20
"81",103,4,2020-07-27
"82",94,4,2020-08-03
"83",99,4,2020-08-10
"84",90,4,2020-08-17
"85",90,4,2020-08-24
"86",88,4,2020-08-31
"87",56,4,2020-09-07
"88",36,4,2020-09-14
"89",60,4,2020-09-21
"90",45,4,2020-09-28
"91",41,4,2020-10-05
"92",41,4,2020-10-12
