"","fcast","h"
"1",35,1
"2",36,1
"3",51,1
"4",61,1
"5",73,1
"6",64,1
"7",75,1
"8",77,1
"9",73,1
"10",82,1
"11",71,1
"12",59,1
"13",43,1
"14",33,1
"15",30,1
"16",33,1
"17",40,1
"18",59,1
"19",62,1
"20",69,1
"21",55,1
"22",50,1
"23",47,1
"24",37,2
"25",57,2
"26",62,2
"27",74,2
"28",87,2
"29",89,2
"30",89,2
"31",90,2
"32",79,2
"33",63,2
"34",44,2
"35",34,2
"36",32,2
"37",37,2
"38",48,2
"39",64,2
"40",75,2
"41",78,2
"42",67,2
"43",57,2
"44",50,2
"45",49,2
"46",53,2
"47",64,3
"48",76,3
"49",89,3
"50",87,3
"51",90,3
"52",88,3
"53",78,3
"54",60,3
"55",42,3
"56",32,3
"57",33,3
"58",39,3
"59",51,3
"60",65,3
"61",77,3
"62",75,3
"63",65,3
"64",57,3
"65",49,3
"66",51,3
"67",53,3
"68",53,3
"69",51,3
"70",228,4
"71",221,4
"72",187,4
"73",160,4
"74",153,4
"75",122,4
"76",98,4
"77",66,4
"78",54,4
"79",62,4
"80",50,4
"81",71,4
"82",70,4
"83",67,4
"84",59,4
"85",54,4
"86",58,4
"87",44,4
"88",40,4
"89",47,4
"90",54,4
"91",37,4
"92",46,4
