"","fcast","h","date"
"1",382,1,2020-05-11
"2",1006,1,2020-05-18
"3",773,1,2020-05-25
"4",803,1,2020-06-01
"5",584,1,2020-06-08
"6",455,1,2020-06-15
"7",293,1,2020-06-22
"8",211,1,2020-06-29
"9",160,1,2020-07-06
"10",138,1,2020-07-13
"11",102,1,2020-07-20
"12",79,1,2020-07-27
"13",53,1,2020-08-03
"14",58,1,2020-08-10
"15",55,1,2020-08-17
"16",48,1,2020-08-24
"17",102,1,2020-08-31
"18",73,1,2020-09-07
"19",61,1,2020-09-14
"20",132,1,2020-09-21
"21",59,1,2020-09-28
"22",64,1,2020-10-05
"23",60,1,2020-10-12
"24",808,2,2020-05-11
"25",815,2,2020-05-18
"26",653,2,2020-05-25
"27",512,2,2020-06-01
"28",369,2,2020-06-08
"29",239,2,2020-06-15
"30",181,2,2020-06-22
"31",145,2,2020-06-29
"32",116,2,2020-07-06
"33",89,2,2020-07-13
"34",66,2,2020-07-20
"35",61,2,2020-07-27
"36",60,2,2020-08-03
"37",58,2,2020-08-10
"38",62,2,2020-08-17
"39",64,2,2020-08-24
"40",62,2,2020-08-31
"41",60,2,2020-09-07
"42",58,2,2020-09-14
"43",57,2,2020-09-21
"44",55,2,2020-09-28
"45",61,2,2020-10-05
"46",64,2,2020-10-12
"47",638,3,2020-05-11
"48",492,3,2020-05-18
"49",340,3,2020-05-25
"50",227,3,2020-06-01
"51",175,3,2020-06-08
"52",139,3,2020-06-15
"53",111,3,2020-06-22
"54",84,3,2020-06-29
"55",65,3,2020-07-06
"56",60,3,2020-07-13
"57",60,3,2020-07-20
"58",59,3,2020-07-27
"59",62,3,2020-08-03
"60",66,3,2020-08-10
"61",62,3,2020-08-17
"62",60,3,2020-08-24
"63",59,3,2020-08-31
"64",56,3,2020-09-07
"65",55,3,2020-09-14
"66",61,3,2020-09-21
"67",65,3,2020-09-28
"68",65,3,2020-10-05
"69",68,3,2020-10-12
"70",1096,4,2020-05-11
"71",778,4,2020-05-18
"72",531,4,2020-05-25
"73",279,4,2020-06-01
"74",260,4,2020-06-08
"75",199,4,2020-06-15
"76",167,4,2020-06-22
"77",151,4,2020-06-29
"78",84,4,2020-07-06
"79",97,4,2020-07-13
"80",77,4,2020-07-20
"81",81,4,2020-07-27
"82",63,4,2020-08-03
"83",53,4,2020-08-10
"84",55,4,2020-08-17
"85",50,4,2020-08-24
"86",78,4,2020-08-31
"87",47,4,2020-09-07
"88",51,4,2020-09-14
"89",61,4,2020-09-21
"90",171,4,2020-09-28
"91",79,4,2020-10-05
"92",88,4,2020-10-12
