"","fcast","h","date"
"1",9,1,2020-05-11
"2",15,1,2020-05-18
"3",24,1,2020-05-25
"4",15,1,2020-06-01
"5",16,1,2020-06-08
"6",25,1,2020-06-15
"7",25,1,2020-06-22
"8",24,1,2020-06-29
"9",29,1,2020-07-06
"10",39,1,2020-07-13
"11",43,1,2020-07-20
"12",29,1,2020-07-27
"13",34,1,2020-08-03
"14",28,1,2020-08-10
"15",37,1,2020-08-17
"16",50,1,2020-08-24
"17",56,1,2020-08-31
"18",75,1,2020-09-07
"19",72,1,2020-09-14
"20",68,1,2020-09-21
"21",69,1,2020-09-28
"22",69,1,2020-10-05
"23",79,1,2020-10-12
"24",14,2,2020-05-11
"25",12,2,2020-05-18
"26",14,2,2020-05-25
"27",21,2,2020-06-01
"28",28,2,2020-06-08
"29",28,2,2020-06-15
"30",29,2,2020-06-22
"31",36,2,2020-06-29
"32",37,2,2020-07-06
"33",30,2,2020-07-13
"34",25,2,2020-07-20
"35",29,2,2020-07-27
"36",39,2,2020-08-03
"37",51,2,2020-08-10
"38",66,2,2020-08-17
"39",77,2,2020-08-24
"40",79,2,2020-08-31
"41",77,2,2020-09-07
"42",71,2,2020-09-14
"43",67,2,2020-09-21
"44",62,2,2020-09-28
"45",64,2,2020-10-05
"46",73,2,2020-10-12
"47",15,3,2020-05-11
"48",22,3,2020-05-18
"49",28,3,2020-05-25
"50",28,3,2020-06-01
"51",32,3,2020-06-08
"52",38,3,2020-06-15
"53",37,3,2020-06-22
"54",28,3,2020-06-29
"55",25,3,2020-07-06
"56",31,3,2020-07-13
"57",42,3,2020-07-20
"58",53,3,2020-07-27
"59",67,3,2020-08-03
"60",79,3,2020-08-10
"61",80,3,2020-08-17
"62",76,3,2020-08-24
"63",71,3,2020-08-31
"64",65,3,2020-09-07
"65",62,3,2020-09-14
"66",67,3,2020-09-21
"67",83,3,2020-09-28
"68",120,3,2020-10-05
"69",148,3,2020-10-12
"70",42,4,2020-05-11
"71",39,4,2020-05-18
"72",44,4,2020-05-25
"73",57,4,2020-06-01
"74",39,4,2020-06-08
"75",35,4,2020-06-15
"76",28,4,2020-06-22
"77",27,4,2020-06-29
"78",24,4,2020-07-06
"79",33,4,2020-07-13
"80",44,4,2020-07-20
"81",58,4,2020-07-27
"82",61,4,2020-08-03
"83",64,4,2020-08-10
"84",60,4,2020-08-17
"85",48,4,2020-08-24
"86",52,4,2020-08-31
"87",52,4,2020-09-07
"88",57,4,2020-09-14
"89",69,4,2020-09-21
"90",101,4,2020-09-28
"91",127,4,2020-10-05
"92",184,4,2020-10-12
