"","fcast","h","date"
"1",17,1,2020-05-11
"2",21,1,2020-05-18
"3",20,1,2020-05-25
"4",18,1,2020-06-01
"5",21,1,2020-06-08
"6",38,1,2020-06-15
"7",35,1,2020-06-22
"8",37,1,2020-06-29
"9",38,1,2020-07-06
"10",46,1,2020-07-13
"11",39,1,2020-07-20
"12",58,1,2020-07-27
"13",69,1,2020-08-03
"14",68,1,2020-08-10
"15",97,1,2020-08-17
"16",145,1,2020-08-24
"17",138,1,2020-08-31
"18",174,1,2020-09-07
"19",188,1,2020-09-14
"20",173,1,2020-09-21
"21",140,1,2020-09-28
"22",129,1,2020-10-05
"23",123,1,2020-10-12
"24",24,2,2020-05-11
"25",21,2,2020-05-18
"26",24,2,2020-05-25
"27",32,2,2020-06-01
"28",39,2,2020-06-08
"29",33,2,2020-06-15
"30",31,2,2020-06-22
"31",34,2,2020-06-29
"32",41,2,2020-07-06
"33",45,2,2020-07-13
"34",51,2,2020-07-20
"35",63,2,2020-07-27
"36",92,2,2020-08-03
"37",129,2,2020-08-10
"38",161,2,2020-08-17
"39",192,2,2020-08-24
"40",204,2,2020-08-31
"41",190,2,2020-09-07
"42",159,2,2020-09-14
"43",142,2,2020-09-21
"44",130,2,2020-09-28
"45",129,2,2020-10-05
"46",125,2,2020-10-12
"47",25,3,2020-05-11
"48",37,3,2020-05-18
"49",36,3,2020-05-25
"50",31,3,2020-06-01
"51",32,3,2020-06-08
"52",34,3,2020-06-15
"53",42,3,2020-06-22
"54",46,3,2020-06-29
"55",54,3,2020-07-06
"56",67,3,2020-07-13
"57",99,3,2020-07-20
"58",135,3,2020-07-27
"59",168,3,2020-08-03
"60",195,3,2020-08-10
"61",204,3,2020-08-17
"62",186,3,2020-08-24
"63",156,3,2020-08-31
"64",139,3,2020-09-07
"65",130,3,2020-09-14
"66",131,3,2020-09-21
"67",121,3,2020-09-28
"68",124,3,2020-10-05
"69",129,3,2020-10-12
"70",35,4,2020-05-11
"71",42,4,2020-05-18
"72",32,4,2020-05-25
"73",29,4,2020-06-01
"74",50,4,2020-06-08
"75",56,4,2020-06-15
"76",48,4,2020-06-22
"77",58,4,2020-06-29
"78",67,4,2020-07-06
"79",107,4,2020-07-13
"80",125,4,2020-07-20
"81",157,4,2020-07-27
"82",148,4,2020-08-03
"83",160,4,2020-08-10
"84",160,4,2020-08-17
"85",164,4,2020-08-24
"86",157,4,2020-08-31
"87",125,4,2020-09-07
"88",162,4,2020-09-14
"89",126,4,2020-09-21
"90",141,4,2020-09-28
"91",154,4,2020-10-05
"92",125,4,2020-10-12
