quantile,value,type,location,target,forecast_date,target_end_date
0.025,294,quantile,13135,8 wk ahead inc case,2020-12-06,2021-01-30
0.100,1020,quantile,13135,8 wk ahead inc case,2020-12-06,2021-01-30
0.250,2638,quantile,13135,8 wk ahead inc case,2020-12-06,2021-01-30
0.500,6974,quantile,13135,8 wk ahead inc case,2020-12-06,2021-01-30
,6974,point,13135,8 wk ahead inc case,2020-12-06,2021-01-30
0.750,17260,quantile,13135,8 wk ahead inc case,2020-12-06,2021-01-30
0.900,26750,quantile,13135,8 wk ahead inc case,2020-12-06,2021-01-30
0.975,38758,quantile,13135,8 wk ahead inc case,2020-12-06,2021-01-30
0.025,2561,quantile,17043,1 wk ahead inc case,2020-12-06,2020-12-12
0.100,3092,quantile,17043,1 wk ahead inc case,2020-12-06,2020-12-12
0.250,3816,quantile,17043,1 wk ahead inc case,2020-12-06,2020-12-12
0.500,4702,quantile,17043,1 wk ahead inc case,2020-12-06,2020-12-12
,4702,point,17043,1 wk ahead inc case,2020-12-06,2020-12-12
0.750,5592,quantile,17043,1 wk ahead inc case,2020-12-06,2020-12-12
0.900,6531,quantile,17043,1 wk ahead inc case,2020-12-06,2020-12-12
0.975,7702,quantile,17043,1 wk ahead inc case,2020-12-06,2020-12-12
0.025,1902,quantile,17043,2 wk ahead inc case,2020-12-06,2020-12-19
0.100,2544,quantile,17043,2 wk ahead inc case,2020-12-06,2020-12-19
0.250,3329,quantile,17043,2 wk ahead inc case,2020-12-06,2020-12-19
0.500,4383,quantile,17043,2 wk ahead inc case,2020-12-06,2020-12-19
,4383,point,17043,2 wk ahead inc case,2020-12-06,2020-12-19
0.750,5651,quantile,17043,2 wk ahead inc case,2020-12-06,2020-12-19
0.900,6959,quantile,17043,2 wk ahead inc case,2020-12-06,2020-12-19
0.975,8422,quantile,17043,2 wk ahead inc case,2020-12-06,2020-12-19
0.025,1379,quantile,17043,3 wk ahead inc case,2020-12-06,2020-12-26
0.100,2043,quantile,17043,3 wk ahead inc case,2020-12-06,2020-12-26
0.250,2830,quantile,17043,3 wk ahead inc case,2020-12-06,2020-12-26
0.500,4183,quantile,17043,3 wk ahead inc case,2020-12-06,2020-12-26
,4183,point,17043,3 wk ahead inc case,2020-12-06,2020-12-26
0.750,5810,quantile,17043,3 wk ahead inc case,2020-12-06,2020-12-26
0.900,7392,quantile,17043,3 wk ahead inc case,2020-12-06,2020-12-26
0.975,9816,quantile,17043,3 wk ahead inc case,2020-12-06,2020-12-26
0.025,971,quantile,17043,4 wk ahead inc case,2020-12-06,2021-01-02
0.100,1653,quantile,17043,4 wk ahead inc case,2020-12-06,2021-01-02
0.250,2444,quantile,17043,4 wk ahead inc case,2020-12-06,2021-01-02
0.500,4034,quantile,17043,4 wk ahead inc case,2020-12-06,2021-01-02
,4034,point,17043,4 wk ahead inc case,2020-12-06,2021-01-02
0.750,5761,quantile,17043,4 wk ahead inc case,2020-12-06,2021-01-02
0.900,7835,quantile,17043,4 wk ahead inc case,2020-12-06,2021-01-02
0.975,10171,quantile,17043,4 wk ahead inc case,2020-12-06,2021-01-02
0.025,727,quantile,17043,5 wk ahead inc case,2020-12-06,2021-01-09
0.100,1228,quantile,17043,5 wk ahead inc case,2020-12-06,2021-01-09
0.250,2090,quantile,17043,5 wk ahead inc case,2020-12-06,2021-01-09
0.500,3626,quantile,17043,5 wk ahead inc case,2020-12-06,2021-01-09
,3626,point,17043,5 wk ahead inc case,2020-12-06,2021-01-09
0.750,5814,quantile,17043,5 wk ahead inc case,2020-12-06,2021-01-09
0.900,8299,quantile,17043,5 wk ahead inc case,2020-12-06,2021-01-09
0.975,11388,quantile,17043,5 wk ahead inc case,2020-12-06,2021-01-09
0.025,502,quantile,17043,6 wk ahead inc case,2020-12-06,2021-01-16
0.100,983,quantile,17043,6 wk ahead inc case,2020-12-06,2021-01-16
0.250,1726,quantile,17043,6 wk ahead inc case,2020-12-06,2021-01-16
0.500,3382,quantile,17043,6 wk ahead inc case,2020-12-06,2021-01-16
,3382,point,17043,6 wk ahead inc case,2020-12-06,2021-01-16
0.750,5778,quantile,17043,6 wk ahead inc case,2020-12-06,2021-01-16
0.900,8607,quantile,17043,6 wk ahead inc case,2020-12-06,2021-01-16
0.975,12394,quantile,17043,6 wk ahead inc case,2020-12-06,2021-01-16
0.025,370,quantile,17043,7 wk ahead inc case,2020-12-06,2021-01-23
0.100,782,quantile,17043,7 wk ahead inc case,2020-12-06,2021-01-23
0.250,1472,quantile,17043,7 wk ahead inc case,2020-12-06,2021-01-23
0.500,3123,quantile,17043,7 wk ahead inc case,2020-12-06,2021-01-23
,3123,point,17043,7 wk ahead inc case,2020-12-06,2021-01-23
0.750,5551,quantile,17043,7 wk ahead inc case,2020-12-06,2021-01-23
0.900,9045,quantile,17043,7 wk ahead inc case,2020-12-06,2021-01-23
0.975,12656,quantile,17043,7 wk ahead inc case,2020-12-06,2021-01-23
0.025,249,quantile,17043,8 wk ahead inc case,2020-12-06,2021-01-30
0.100,606,quantile,17043,8 wk ahead inc case,2020-12-06,2021-01-30
0.250,1225,quantile,17043,8 wk ahead inc case,2020-12-06,2021-01-30
0.500,2944,quantile,17043,8 wk ahead inc case,2020-12-06,2021-01-30
,2944,point,17043,8 wk ahead inc case,2020-12-06,2021-01-30
0.750,5530,quantile,17043,8 wk ahead inc case,2020-12-06,2021-01-30
0.900,8787,quantile,17043,8 wk ahead inc case,2020-12-06,2021-01-30
0.975,12928,quantile,17043,8 wk ahead inc case,2020-12-06,2021-01-30
0.025,2439,quantile,36029,1 wk ahead inc case,2020-12-06,2020-12-12
0.100,3078,quantile,36029,1 wk ahead inc case,2020-12-06,2020-12-12
0.250,3816,quantile,36029,1 wk ahead inc case,2020-12-06,2020-12-12
0.500,4841,quantile,36029,1 wk ahead inc case,2020-12-06,2020-12-12
,4841,point,36029,1 wk ahead inc case,2020-12-06,2020-12-12
0.750,6101,quantile,36029,1 wk ahead inc case,2020-12-06,2020-12-12
0.900,7449,quantile,36029,1 wk ahead inc case,2020-12-06,2020-12-12
0.975,8801,quantile,36029,1 wk ahead inc case,2020-12-06,2020-12-12
0.025,1875,quantile,36029,2 wk ahead inc case,2020-12-06,2020-12-19
0.100,2837,quantile,36029,2 wk ahead inc case,2020-12-06,2020-12-19
0.250,3638,quantile,36029,2 wk ahead inc case,2020-12-06,2020-12-19
0.500,4906,quantile,36029,2 wk ahead inc case,2020-12-06,2020-12-19
,4906,point,36029,2 wk ahead inc case,2020-12-06,2020-12-19
0.750,6806,quantile,36029,2 wk ahead inc case,2020-12-06,2020-12-19
0.900,8597,quantile,36029,2 wk ahead inc case,2020-12-06,2020-12-19
0.975,11653,quantile,36029,2 wk ahead inc case,2020-12-06,2020-12-19
0.025,1516,quantile,36029,3 wk ahead inc case,2020-12-06,2020-12-26
0.100,2456,quantile,36029,3 wk ahead inc case,2020-12-06,2020-12-26
0.250,3478,quantile,36029,3 wk ahead inc case,2020-12-06,2020-12-26
0.500,5146,quantile,36029,3 wk ahead inc case,2020-12-06,2020-12-26
,5146,point,36029,3 wk ahead inc case,2020-12-06,2020-12-26
0.750,7362,quantile,36029,3 wk ahead inc case,2020-12-06,2020-12-26
0.900,10212,quantile,36029,3 wk ahead inc case,2020-12-06,2020-12-26
0.975,13186,quantile,36029,3 wk ahead inc case,2020-12-06,2020-12-26
0.025,1207,quantile,36029,4 wk ahead inc case,2020-12-06,2021-01-02
0.100,2042,quantile,36029,4 wk ahead inc case,2020-12-06,2021-01-02
0.250,3193,quantile,36029,4 wk ahead inc case,2020-12-06,2021-01-02
0.500,5320,quantile,36029,4 wk ahead inc case,2020-12-06,2021-01-02
,5320,point,36029,4 wk ahead inc case,2020-12-06,2021-01-02
0.750,8605,quantile,36029,4 wk ahead inc case,2020-12-06,2021-01-02
0.900,12118,quantile,36029,4 wk ahead inc case,2020-12-06,2021-01-02
0.975,15929,quantile,36029,4 wk ahead inc case,2020-12-06,2021-01-02
0.025,879,quantile,36029,5 wk ahead inc case,2020-12-06,2021-01-09
0.100,1773,quantile,36029,5 wk ahead inc case,2020-12-06,2021-01-09
0.250,2930,quantile,36029,5 wk ahead inc case,2020-12-06,2021-01-09
0.500,5285,quantile,36029,5 wk ahead inc case,2020-12-06,2021-01-09
,5285,point,36029,5 wk ahead inc case,2020-12-06,2021-01-09
0.750,9023,quantile,36029,5 wk ahead inc case,2020-12-06,2021-01-09
0.900,13752,quantile,36029,5 wk ahead inc case,2020-12-06,2021-01-09
0.975,19709,quantile,36029,5 wk ahead inc case,2020-12-06,2021-01-09
0.025,752,quantile,36029,6 wk ahead inc case,2020-12-06,2021-01-16
0.100,1442,quantile,36029,6 wk ahead inc case,2020-12-06,2021-01-16
0.250,2703,quantile,36029,6 wk ahead inc case,2020-12-06,2021-01-16
0.500,5282,quantile,36029,6 wk ahead inc case,2020-12-06,2021-01-16
,5282,point,36029,6 wk ahead inc case,2020-12-06,2021-01-16
0.750,9641,quantile,36029,6 wk ahead inc case,2020-12-06,2021-01-16
0.900,15291,quantile,36029,6 wk ahead inc case,2020-12-06,2021-01-16
0.975,20424,quantile,36029,6 wk ahead inc case,2020-12-06,2021-01-16
0.025,568,quantile,36029,7 wk ahead inc case,2020-12-06,2021-01-23
0.100,1264,quantile,36029,7 wk ahead inc case,2020-12-06,2021-01-23
0.250,2521,quantile,36029,7 wk ahead inc case,2020-12-06,2021-01-23
0.500,5060,quantile,36029,7 wk ahead inc case,2020-12-06,2021-01-23
,5060,point,36029,7 wk ahead inc case,2020-12-06,2021-01-23
0.750,10088,quantile,36029,7 wk ahead inc case,2020-12-06,2021-01-23
0.900,15736,quantile,36029,7 wk ahead inc case,2020-12-06,2021-01-23
0.975,23682,quantile,36029,7 wk ahead inc case,2020-12-06,2021-01-23
0.025,442,quantile,36029,8 wk ahead inc case,2020-12-06,2021-01-30
0.100,1038,quantile,36029,8 wk ahead inc case,2020-12-06,2021-01-30
0.250,2280,quantile,36029,8 wk ahead inc case,2020-12-06,2021-01-30
0.500,5071,quantile,36029,8 wk ahead inc case,2020-12-06,2021-01-30
,5071,point,36029,8 wk ahead inc case,2020-12-06,2021-01-30
0.750,10265,quantile,36029,8 wk ahead inc case,2020-12-06,2021-01-30
0.900,16671,quantile,36029,8 wk ahead inc case,2020-12-06,2021-01-30
0.975,24270,quantile,36029,8 wk ahead inc case,2020-12-06,2021-01-30
0.025,1628,quantile,24033,1 wk ahead inc case,2020-12-06,2020-12-12
0.100,2039,quantile,24033,1 wk ahead inc case,2020-12-06,2020-12-12
0.250,2545,quantile,24033,1 wk ahead inc case,2020-12-06,2020-12-12
0.500,3142,quantile,24033,1 wk ahead inc case,2020-12-06,2020-12-12
,3142,point,24033,1 wk ahead inc case,2020-12-06,2020-12-12
0.750,3796,quantile,24033,1 wk ahead inc case,2020-12-06,2020-12-12
0.900,4467,quantile,24033,1 wk ahead inc case,2020-12-06,2020-12-12
0.975,5344,quantile,24033,1 wk ahead inc case,2020-12-06,2020-12-12
0.025,1339,quantile,24033,2 wk ahead inc case,2020-12-06,2020-12-19
0.100,1906,quantile,24033,2 wk ahead inc case,2020-12-06,2020-12-19
0.250,2520,quantile,24033,2 wk ahead inc case,2020-12-06,2020-12-19
0.500,3454,quantile,24033,2 wk ahead inc case,2020-12-06,2020-12-19
,3454,point,24033,2 wk ahead inc case,2020-12-06,2020-12-19
0.750,4554,quantile,24033,2 wk ahead inc case,2020-12-06,2020-12-19
0.900,5659,quantile,24033,2 wk ahead inc case,2020-12-06,2020-12-19
0.975,6966,quantile,24033,2 wk ahead inc case,2020-12-06,2020-12-19
0.025,1110,quantile,24033,3 wk ahead inc case,2020-12-06,2020-12-26
0.100,1700,quantile,24033,3 wk ahead inc case,2020-12-06,2020-12-26
0.250,2449,quantile,24033,3 wk ahead inc case,2020-12-06,2020-12-26
0.500,3776,quantile,24033,3 wk ahead inc case,2020-12-06,2020-12-26
,3776,point,24033,3 wk ahead inc case,2020-12-06,2020-12-26
0.750,5507,quantile,24033,3 wk ahead inc case,2020-12-06,2020-12-26
0.900,7173,quantile,24033,3 wk ahead inc case,2020-12-06,2020-12-26
0.975,9208,quantile,24033,3 wk ahead inc case,2020-12-06,2020-12-26
0.025,904,quantile,24033,4 wk ahead inc case,2020-12-06,2021-01-02
0.100,1533,quantile,24033,4 wk ahead inc case,2020-12-06,2021-01-02
0.250,2588,quantile,24033,4 wk ahead inc case,2020-12-06,2021-01-02
0.500,4200,quantile,24033,4 wk ahead inc case,2020-12-06,2021-01-02
,4200,point,24033,4 wk ahead inc case,2020-12-06,2021-01-02
0.750,6411,quantile,24033,4 wk ahead inc case,2020-12-06,2021-01-02
0.900,8893,quantile,24033,4 wk ahead inc case,2020-12-06,2021-01-02
0.975,12018,quantile,24033,4 wk ahead inc case,2020-12-06,2021-01-02
0.025,744,quantile,24033,5 wk ahead inc case,2020-12-06,2021-01-09
0.100,1356,quantile,24033,5 wk ahead inc case,2020-12-06,2021-01-09
0.250,2510,quantile,24033,5 wk ahead inc case,2020-12-06,2021-01-09
0.500,4418,quantile,24033,5 wk ahead inc case,2020-12-06,2021-01-09
,4418,point,24033,5 wk ahead inc case,2020-12-06,2021-01-09
0.750,7600,quantile,24033,5 wk ahead inc case,2020-12-06,2021-01-09
0.900,10520,quantile,24033,5 wk ahead inc case,2020-12-06,2021-01-09
0.975,14979,quantile,24033,5 wk ahead inc case,2020-12-06,2021-01-09
0.025,686,quantile,24033,6 wk ahead inc case,2020-12-06,2021-01-16
0.100,1198,quantile,24033,6 wk ahead inc case,2020-12-06,2021-01-16
0.250,2405,quantile,24033,6 wk ahead inc case,2020-12-06,2021-01-16
0.500,4882,quantile,24033,6 wk ahead inc case,2020-12-06,2021-01-16
,4882,point,24033,6 wk ahead inc case,2020-12-06,2021-01-16
0.750,8771,quantile,24033,6 wk ahead inc case,2020-12-06,2021-01-16
0.900,12867,quantile,24033,6 wk ahead inc case,2020-12-06,2021-01-16
0.975,17810,quantile,24033,6 wk ahead inc case,2020-12-06,2021-01-16
0.025,482,quantile,24033,7 wk ahead inc case,2020-12-06,2021-01-23
0.100,1113,quantile,24033,7 wk ahead inc case,2020-12-06,2021-01-23
0.250,2289,quantile,24033,7 wk ahead inc case,2020-12-06,2021-01-23
0.500,5181,quantile,24033,7 wk ahead inc case,2020-12-06,2021-01-23
,5181,point,24033,7 wk ahead inc case,2020-12-06,2021-01-23
0.750,10076,quantile,24033,7 wk ahead inc case,2020-12-06,2021-01-23
0.900,15767,quantile,24033,7 wk ahead inc case,2020-12-06,2021-01-23
0.975,20970,quantile,24033,7 wk ahead inc case,2020-12-06,2021-01-23
0.025,406,quantile,24033,8 wk ahead inc case,2020-12-06,2021-01-30
0.100,959,quantile,24033,8 wk ahead inc case,2020-12-06,2021-01-30
0.250,2300,quantile,24033,8 wk ahead inc case,2020-12-06,2021-01-30
0.500,5552,quantile,24033,8 wk ahead inc case,2020-12-06,2021-01-30
,5552,point,24033,8 wk ahead inc case,2020-12-06,2021-01-30
0.750,11022,quantile,24033,8 wk ahead inc case,2020-12-06,2021-01-30
0.900,18070,quantile,24033,8 wk ahead inc case,2020-12-06,2021-01-30
0.975,23963,quantile,24033,8 wk ahead inc case,2020-12-06,2021-01-30
0.025,579,quantile,53053,1 wk ahead inc case,2020-12-06,2020-12-12
0.100,781,quantile,53053,1 wk ahead inc case,2020-12-06,2020-12-12
0.250,1053,quantile,53053,1 wk ahead inc case,2020-12-06,2020-12-12
0.500,1478,quantile,53053,1 wk ahead inc case,2020-12-06,2020-12-12
,1478,point,53053,1 wk ahead inc case,2020-12-06,2020-12-12
0.750,2036,quantile,53053,1 wk ahead inc case,2020-12-06,2020-12-12
0.900,2667,quantile,53053,1 wk ahead inc case,2020-12-06,2020-12-12
0.975,3314,quantile,53053,1 wk ahead inc case,2020-12-06,2020-12-12
0.025,380,quantile,53053,2 wk ahead inc case,2020-12-06,2020-12-19
0.100,588,quantile,53053,2 wk ahead inc case,2020-12-06,2020-12-19
0.250,927,quantile,53053,2 wk ahead inc case,2020-12-06,2020-12-19
0.500,1398,quantile,53053,2 wk ahead inc case,2020-12-06,2020-12-19
,1398,point,53053,2 wk ahead inc case,2020-12-06,2020-12-19
0.750,2068,quantile,53053,2 wk ahead inc case,2020-12-06,2020-12-19
0.900,2785,quantile,53053,2 wk ahead inc case,2020-12-06,2020-12-19
0.975,4047,quantile,53053,2 wk ahead inc case,2020-12-06,2020-12-19
0.025,240,quantile,53053,3 wk ahead inc case,2020-12-06,2020-12-26
0.100,479,quantile,53053,3 wk ahead inc case,2020-12-06,2020-12-26
0.250,787,quantile,53053,3 wk ahead inc case,2020-12-06,2020-12-26
0.500,1320,quantile,53053,3 wk ahead inc case,2020-12-06,2020-12-26
,1320,point,53053,3 wk ahead inc case,2020-12-06,2020-12-26
0.750,2198,quantile,53053,3 wk ahead inc case,2020-12-06,2020-12-26
0.900,3183,quantile,53053,3 wk ahead inc case,2020-12-06,2020-12-26
0.975,4312,quantile,53053,3 wk ahead inc case,2020-12-06,2020-12-26
0.025,164,quantile,53053,4 wk ahead inc case,2020-12-06,2021-01-02
0.100,338,quantile,53053,4 wk ahead inc case,2020-12-06,2021-01-02
0.250,678,quantile,53053,4 wk ahead inc case,2020-12-06,2021-01-02
0.500,1334,quantile,53053,4 wk ahead inc case,2020-12-06,2021-01-02
,1334,point,53053,4 wk ahead inc case,2020-12-06,2021-01-02
0.750,2353,quantile,53053,4 wk ahead inc case,2020-12-06,2021-01-02
0.900,3638,quantile,53053,4 wk ahead inc case,2020-12-06,2021-01-02
0.975,5325,quantile,53053,4 wk ahead inc case,2020-12-06,2021-01-02
0.025,108,quantile,53053,5 wk ahead inc case,2020-12-06,2021-01-09
0.100,263,quantile,53053,5 wk ahead inc case,2020-12-06,2021-01-09
0.250,587,quantile,53053,5 wk ahead inc case,2020-12-06,2021-01-09
0.500,1264,quantile,53053,5 wk ahead inc case,2020-12-06,2021-01-09
,1264,point,53053,5 wk ahead inc case,2020-12-06,2021-01-09
0.750,2572,quantile,53053,5 wk ahead inc case,2020-12-06,2021-01-09
0.900,3903,quantile,53053,5 wk ahead inc case,2020-12-06,2021-01-09
0.975,6162,quantile,53053,5 wk ahead inc case,2020-12-06,2021-01-09
0.025,67,quantile,53053,6 wk ahead inc case,2020-12-06,2021-01-16
0.100,203,quantile,53053,6 wk ahead inc case,2020-12-06,2021-01-16
0.250,487,quantile,53053,6 wk ahead inc case,2020-12-06,2021-01-16
0.500,1182,quantile,53053,6 wk ahead inc case,2020-12-06,2021-01-16
,1182,point,53053,6 wk ahead inc case,2020-12-06,2021-01-16
0.750,2566,quantile,53053,6 wk ahead inc case,2020-12-06,2021-01-16
0.900,4704,quantile,53053,6 wk ahead inc case,2020-12-06,2021-01-16
0.975,7042,quantile,53053,6 wk ahead inc case,2020-12-06,2021-01-16
0.025,46,quantile,53053,7 wk ahead inc case,2020-12-06,2021-01-23
0.100,145,quantile,53053,7 wk ahead inc case,2020-12-06,2021-01-23
0.250,419,quantile,53053,7 wk ahead inc case,2020-12-06,2021-01-23
0.500,1186,quantile,53053,7 wk ahead inc case,2020-12-06,2021-01-23
,1186,point,53053,7 wk ahead inc case,2020-12-06,2021-01-23
0.750,2763,quantile,53053,7 wk ahead inc case,2020-12-06,2021-01-23
0.900,4907,quantile,53053,7 wk ahead inc case,2020-12-06,2021-01-23
0.975,7954,quantile,53053,7 wk ahead inc case,2020-12-06,2021-01-23
0.025,28,quantile,53053,8 wk ahead inc case,2020-12-06,2021-01-30
0.100,113,quantile,53053,8 wk ahead inc case,2020-12-06,2021-01-30
0.250,339,quantile,53053,8 wk ahead inc case,2020-12-06,2021-01-30
0.500,1120,quantile,53053,8 wk ahead inc case,2020-12-06,2021-01-30
,1120,point,53053,8 wk ahead inc case,2020-12-06,2021-01-30
0.750,2877,quantile,53053,8 wk ahead inc case,2020-12-06,2021-01-30
0.900,5632,quantile,53053,8 wk ahead inc case,2020-12-06,2021-01-30
0.975,10044,quantile,53053,8 wk ahead inc case,2020-12-06,2021-01-30
0.025,1516,quantile,06029,1 wk ahead inc case,2020-12-06,2020-12-12
0.100,1971,quantile,06029,1 wk ahead inc case,2020-12-06,2020-12-12
0.250,2590,quantile,06029,1 wk ahead inc case,2020-12-06,2020-12-12
0.500,3512,quantile,06029,1 wk ahead inc case,2020-12-06,2020-12-12
,3512,point,06029,1 wk ahead inc case,2020-12-06,2020-12-12
0.750,4643,quantile,06029,1 wk ahead inc case,2020-12-06,2020-12-12
0.900,5904,quantile,06029,1 wk ahead inc case,2020-12-06,2020-12-12
0.975,7832,quantile,06029,1 wk ahead inc case,2020-12-06,2020-12-12
0.025,1304,quantile,06029,2 wk ahead inc case,2020-12-06,2020-12-19
0.100,1876,quantile,06029,2 wk ahead inc case,2020-12-06,2020-12-19
0.250,2741,quantile,06029,2 wk ahead inc case,2020-12-06,2020-12-19
0.500,4177,quantile,06029,2 wk ahead inc case,2020-12-06,2020-12-19
,4177,point,06029,2 wk ahead inc case,2020-12-06,2020-12-19
0.750,5898,quantile,06029,2 wk ahead inc case,2020-12-06,2020-12-19
0.900,8008,quantile,06029,2 wk ahead inc case,2020-12-06,2020-12-19
0.975,11432,quantile,06029,2 wk ahead inc case,2020-12-06,2020-12-19
0.025,1097,quantile,06029,3 wk ahead inc case,2020-12-06,2020-12-26
0.100,1843,quantile,06029,3 wk ahead inc case,2020-12-06,2020-12-26
0.250,2908,quantile,06029,3 wk ahead inc case,2020-12-06,2020-12-26
0.500,4870,quantile,06029,3 wk ahead inc case,2020-12-06,2020-12-26
,4870,point,06029,3 wk ahead inc case,2020-12-06,2020-12-26
0.750,7542,quantile,06029,3 wk ahead inc case,2020-12-06,2020-12-26
0.900,11240,quantile,06029,3 wk ahead inc case,2020-12-06,2020-12-26
0.975,16426,quantile,06029,3 wk ahead inc case,2020-12-06,2020-12-26
0.025,1005,quantile,06029,4 wk ahead inc case,2020-12-06,2021-01-02
0.100,1772,quantile,06029,4 wk ahead inc case,2020-12-06,2021-01-02
0.250,2978,quantile,06029,4 wk ahead inc case,2020-12-06,2021-01-02
0.500,5614,quantile,06029,4 wk ahead inc case,2020-12-06,2021-01-02
,5614,point,06029,4 wk ahead inc case,2020-12-06,2021-01-02
0.750,9569,quantile,06029,4 wk ahead inc case,2020-12-06,2021-01-02
0.900,15452,quantile,06029,4 wk ahead inc case,2020-12-06,2021-01-02
0.975,24409,quantile,06029,4 wk ahead inc case,2020-12-06,2021-01-02
0.025,832,quantile,06029,5 wk ahead inc case,2020-12-06,2021-01-09
0.100,1568,quantile,06029,5 wk ahead inc case,2020-12-06,2021-01-09
0.250,3001,quantile,06029,5 wk ahead inc case,2020-12-06,2021-01-09
0.500,6519,quantile,06029,5 wk ahead inc case,2020-12-06,2021-01-09
,6519,point,06029,5 wk ahead inc case,2020-12-06,2021-01-09
0.750,12096,quantile,06029,5 wk ahead inc case,2020-12-06,2021-01-09
0.900,18891,quantile,06029,5 wk ahead inc case,2020-12-06,2021-01-09
0.975,29474,quantile,06029,5 wk ahead inc case,2020-12-06,2021-01-09
0.025,607,quantile,06029,6 wk ahead inc case,2020-12-06,2021-01-16
0.100,1392,quantile,06029,6 wk ahead inc case,2020-12-06,2021-01-16
0.250,3004,quantile,06029,6 wk ahead inc case,2020-12-06,2021-01-16
0.500,7068,quantile,06029,6 wk ahead inc case,2020-12-06,2021-01-16
,7068,point,06029,6 wk ahead inc case,2020-12-06,2021-01-16
0.750,14224,quantile,06029,6 wk ahead inc case,2020-12-06,2021-01-16
0.900,24546,quantile,06029,6 wk ahead inc case,2020-12-06,2021-01-16
0.975,39766,quantile,06029,6 wk ahead inc case,2020-12-06,2021-01-16
0.025,541,quantile,06029,7 wk ahead inc case,2020-12-06,2021-01-23
0.100,1379,quantile,06029,7 wk ahead inc case,2020-12-06,2021-01-23
0.250,2964,quantile,06029,7 wk ahead inc case,2020-12-06,2021-01-23
0.500,7783,quantile,06029,7 wk ahead inc case,2020-12-06,2021-01-23
,7783,point,06029,7 wk ahead inc case,2020-12-06,2021-01-23
0.750,16510,quantile,06029,7 wk ahead inc case,2020-12-06,2021-01-23
0.900,29263,quantile,06029,7 wk ahead inc case,2020-12-06,2021-01-23
0.975,45742,quantile,06029,7 wk ahead inc case,2020-12-06,2021-01-23
0.025,435,quantile,06029,8 wk ahead inc case,2020-12-06,2021-01-30
0.100,1168,quantile,06029,8 wk ahead inc case,2020-12-06,2021-01-30
0.250,3073,quantile,06029,8 wk ahead inc case,2020-12-06,2021-01-30
0.500,8267,quantile,06029,8 wk ahead inc case,2020-12-06,2021-01-30
,8267,point,06029,8 wk ahead inc case,2020-12-06,2021-01-30
0.750,17918,quantile,06029,8 wk ahead inc case,2020-12-06,2021-01-30
0.900,30945,quantile,06029,8 wk ahead inc case,2020-12-06,2021-01-30
0.975,45816,quantile,06029,8 wk ahead inc case,2020-12-06,2021-01-30
0.025,393,quantile,09003,1 wk ahead inc case,2020-12-06,2020-12-12
0.100,597,quantile,09003,1 wk ahead inc case,2020-12-06,2020-12-12
0.250,917,quantile,09003,1 wk ahead inc case,2020-12-06,2020-12-12
0.500,1436,quantile,09003,1 wk ahead inc case,2020-12-06,2020-12-12
,1436,point,09003,1 wk ahead inc case,2020-12-06,2020-12-12
0.750,2128,quantile,09003,1 wk ahead inc case,2020-12-06,2020-12-12
0.900,3043,quantile,09003,1 wk ahead inc case,2020-12-06,2020-12-12
0.975,4463,quantile,09003,1 wk ahead inc case,2020-12-06,2020-12-12
0.025,211,quantile,09003,2 wk ahead inc case,2020-12-06,2020-12-19
0.100,356,quantile,09003,2 wk ahead inc case,2020-12-06,2020-12-19
0.250,630,quantile,09003,2 wk ahead inc case,2020-12-06,2020-12-19
0.500,1092,quantile,09003,2 wk ahead inc case,2020-12-06,2020-12-19
,1092,point,09003,2 wk ahead inc case,2020-12-06,2020-12-19
0.750,1870,quantile,09003,2 wk ahead inc case,2020-12-06,2020-12-19
0.900,2882,quantile,09003,2 wk ahead inc case,2020-12-06,2020-12-19
0.975,4198,quantile,09003,2 wk ahead inc case,2020-12-06,2020-12-19
0.025,128,quantile,09003,3 wk ahead inc case,2020-12-06,2020-12-26
0.100,219,quantile,09003,3 wk ahead inc case,2020-12-06,2020-12-26
0.250,423,quantile,09003,3 wk ahead inc case,2020-12-06,2020-12-26
0.500,874,quantile,09003,3 wk ahead inc case,2020-12-06,2020-12-26
,874,point,09003,3 wk ahead inc case,2020-12-06,2020-12-26
0.750,1676,quantile,09003,3 wk ahead inc case,2020-12-06,2020-12-26
0.900,2673,quantile,09003,3 wk ahead inc case,2020-12-06,2020-12-26
0.975,4101,quantile,09003,3 wk ahead inc case,2020-12-06,2020-12-26
0.025,75,quantile,09003,4 wk ahead inc case,2020-12-06,2021-01-02
0.100,141,quantile,09003,4 wk ahead inc case,2020-12-06,2021-01-02
0.250,300,quantile,09003,4 wk ahead inc case,2020-12-06,2021-01-02
0.500,714,quantile,09003,4 wk ahead inc case,2020-12-06,2021-01-02
,714,point,09003,4 wk ahead inc case,2020-12-06,2021-01-02
0.750,1488,quantile,09003,4 wk ahead inc case,2020-12-06,2021-01-02
0.900,2553,quantile,09003,4 wk ahead inc case,2020-12-06,2021-01-02
0.975,4679,quantile,09003,4 wk ahead inc case,2020-12-06,2021-01-02
0.025,43,quantile,09003,5 wk ahead inc case,2020-12-06,2021-01-09
0.100,82,quantile,09003,5 wk ahead inc case,2020-12-06,2021-01-09
0.250,202,quantile,09003,5 wk ahead inc case,2020-12-06,2021-01-09
0.500,560,quantile,09003,5 wk ahead inc case,2020-12-06,2021-01-09
,560,point,09003,5 wk ahead inc case,2020-12-06,2021-01-09
